,input_ids,intent
27,"[101, 2514, 3492, 2821, 3492, 2514, 3492, 25591, 5637, 5292, 5292, 2204, 5199, 102]",2
28,"[101, 2411, 2131, 5305, 102]",2
29,"[101, 5223, 2156, 2111, 2028, 2111, 2228, 3100, 102]",2
31,"[101, 4151, 15333, 8286, 2986, 6616, 2293, 10474, 2489, 7975, 102]",2
32,"[101, 8239, 2307, 3185, 2081, 2611, 4133, 3422, 7144, 6639, 2293, 9587, 5737, 102]",2
33,"[101, 9041, 2485, 5199, 102]",2
34,"[101, 4365, 2611, 8840, 2140, 3102, 7861, 1059, 16056, 2613, 5622, 2546, 102]",2
35,"[101, 2413, 7618, 2605, 2170, 3610, 102]",2
36,"[101, 4521, 2172, 6638, 2919, 102]",2
37,"[101, 3473, 5292, 5910, 5470, 3214, 5223, 21349, 2333, 4361, 3214, 23581, 1059, 102]",2
38,"[101, 17012, 3000, 15481, 102]",2
39,"[101, 2551, 8909, 2243, 23560, 25391, 2053, 2232, 9697, 2522, 2226, 19237, 2909, 18168, 2290, 2651, 2015, 2034, 2154, 9212, 15750, 2232, 1038, 102]",2
40,"[101, 7743, 2551, 16950, 2638, 2066, 2028, 7110, 2102, 4372, 16093, 2546, 102]",2
41,"[101, 1048, 2213, 7011, 2080, 2156, 6616, 1059, 1057, 1057, 14161, 2080, 2757, 2125, 2050, 2632, 1038, 2016, 2361, 102]",2
42,"[101, 2036, 2292, 2113, 3493, 9669, 19237, 16110, 102]",2
43,"[101, 3038, 4638, 2651, 2015, 4121, 3679, 11265, 4103, 6971, 2695, 102]",2
44,"[101, 4151, 3109, 5318, 2813, 2369, 15653, 6238, 8239, 3959, 8415, 2109, 1054, 2361, 2028, 3337, 5658, 5292, 3270, 102]",2
45,"[101, 8239, 4288, 3531, 2272, 3477, 2160, 2279, 2051, 20416, 2474, 5785, 14255, 2721, 2546, 3191, 2072, 102]",2
46,"[101, 3246, 2514, 2488, 4826, 19237, 5305, 4088, 2175, 2147, 2327, 3313, 9805, 3600, 102]",2
47,"[101, 8808, 17955, 2829, 3111, 4060, 2028, 2717, 5622, 2546, 102]",2
48,"[101, 4365, 6135, 2005, 2006, 102]",2
49,"[101, 10047, 7109, 2100, 2643, 4365, 22555, 6616, 1041, 2239, 2342, 2613, 10338, 9321, 102]",7
50,"[101, 7929, 21101, 2290, 5271, 8877, 10899, 4365, 4165, 2919, 102]",2
51,"[101, 8038, 2113, 2202, 2440, 4923, 2033, 26432, 3070, 10338, 9854, 10768, 24788, 12098, 12193, 102]",7
52,"[101, 2293, 6285, 2600, 5223, 2214, 4933, 8840, 2140, 102]",2
53,"[101, 2307, 1052, 3203, 12731, 3372, 4240, 2157, 2893, 7568, 2070, 2705, 102]",2
54,"[101, 2524, 2147, 12257, 2135, 3752, 13433, 2015, 102]",2
56,"[101, 2293, 2295, 2360, 25353, 8017, 5440, 6819, 6894, 2319, 2265, 2293, 5223, 2002, 2232, 102]",2
57,"[101, 2113, 4153, 2380, 9294, 2253, 2712, 11108, 1056, 9148, 2278, 102]",2
58,"[101, 1044, 2615, 6449, 14739, 2128, 16416, 2094, 2245, 16215, 3070, 3984, 2514, 2378, 24761, 2293, 4862, 26328, 7861, 2080, 8038, 2140, 102]",2
59,"[101, 3835, 2376, 21397, 5959, 12731, 2480, 7743, 102]",2
60,"[101, 10930, 11576, 7354, 2705, 11576, 102]",2
61,"[101, 4365, 5308, 2378, 3684, 102]",2
62,"[101, 2995, 2995, 20342, 4632, 2111, 3985, 7217, 20934, 2011, 102]",2
63,"[101, 4415, 11703, 23606, 28524, 2937, 7743, 2560, 4297, 25377, 2890, 10222, 19307, 4618, 8954, 11655, 102]",7
64,"[101, 5223, 7861, 102]",2
65,"[101, 2821, 2158, 19237, 3374, 19237, 2444, 2111, 4487, 2100, 3404, 2128, 2140, 102]",2
66,"[101, 7743, 2358, 11263, 2560, 6807, 1048, 15922, 1057, 102]",2
67,"[101, 14255, 8737, 2075, 9927, 4365, 6057, 11974, 2164, 9530, 2638, 2595, 102]",2
68,"[101, 4283, 15876, 2078, 2081, 8292, 18752, 13122, 10303, 10984, 10166, 2474, 4026, 2388, 7743, 10047, 27969, 102]",2
69,"[101, 3524, 17778, 2741, 5227, 3524, 2171, 21581, 1054, 1057, 6904, 2243, 102]",2
70,"[101, 5637, 6616, 5204, 6616, 2071, 5637, 12731, 4757, 102]",2
71,"[101, 3959, 5994, 24091, 11777, 11037, 10918, 3071, 2758, 5836, 6638, 2450, 2166, 11891, 102]",2
72,"[101, 9779, 2232, 2941, 1044, 102]",2
73,"[101, 5292, 2821, 20868, 14778, 102]",2
74,"[101, 19237, 4432, 6752, 102]",2
75,"[101, 2339, 2100, 13004, 20524, 17308, 3198, 2358, 18589, 3593, 3980, 22505, 4241, 2213, 6655, 2818, 102]",2
76,"[101, 24459, 6343, 19237, 3276, 2672, 10984, 2111, 7929, 102]",2
77,"[101, 5292, 23644, 23278, 2232, 1044, 102]",2
78,"[101, 10667, 2784, 2424, 2569, 4234, 1044, 102]",2
79,"[101, 20930, 3124, 2412, 2464, 2613, 5622, 2546, 102]",2
80,"[101, 2525, 4157, 2293, 5223, 2878, 8741, 2518, 6589, 2157, 2327, 102]",2
81,"[101, 29316, 2204, 3009, 1044, 2442, 2050, 102]",2
82,"[101, 6433, 2448, 2773, 5637, 2773, 102]",2
83,"[101, 11660, 2284, 3233, 102]",2
84,"[101, 1048, 2863, 2080, 5457, 7743, 102]",7
85,"[101, 2058, 9250, 2012, 7317, 3388, 102]",2
86,"[101, 2412, 5365, 6187, 102]",2
87,"[101, 6057, 2048, 3823, 3283, 8307, 2939, 2436, 2056, 5223, 3467, 8840, 2140, 102]",2
88,"[101, 6638, 6456, 2563, 1044, 2963, 8038, 17565, 15571, 102]",2
89,"[101, 4737, 19902, 2028, 2812, 4632, 7743, 2131, 4012, 102]",2
90,"[101, 4365, 2611, 21554, 102]",2
91,"[101, 2092, 2672, 2662, 5637, 2451, 21392, 4402, 14643, 4757, 4757, 4757, 2102, 2183, 2502, 3291, 102]",2
92,"[101, 2175, 7078, 9577, 5223, 20905, 2919, 2739, 8840, 2140, 2123, 2102, 5607, 11981, 3426, 2113, 4149, 8779, 102]",2
93,"[101, 18168, 2290, 4067, 102]",2
94,"[101, 2092, 7987, 102]",2
95,"[101, 3246, 2619, 2893, 5229, 2832, 2613, 2166, 10005, 20450, 6616, 1044, 102]",2
96,"[101, 2821, 23644, 2232, 2066, 2092, 4485, 2611, 1057, 18454, 2094, 9421, 13360, 4859, 1057, 2342, 2050, 2425, 28939, 2668, 2478, 4632, 102]",2
97,"[101, 5199, 14573, 2072, 102]",2
98,"[101, 5061, 20996, 2015, 102]",2
99,"[101, 17170, 18235, 5136, 2794, 6638, 1038, 3167, 25710, 4152, 4315, 2078, 3147, 15536, 102]",2
100,"[101, 2643, 4569, 2305, 2215, 2128, 3669, 3726, 10948, 2813, 5003, 6655, 25592, 1038, 3270, 102]",2
101,"[101, 2812, 4365, 2131, 2067, 8038, 22953, 2705, 102]",2
102,"[101, 6289, 2232, 4365, 2895, 7513, 3745, 8400, 12200, 11867, 17310, 11140, 2850, 2696, 15058, 3366, 4226, 5897, 3478, 10245, 2915, 1058, 2213, 2079, 2232, 102]",2
103,"[101, 3530, 1057, 3995, 19237, 4632, 102]",2
104,"[101, 1044, 16428, 9805, 2232, 10514, 1047, 1060, 1047, 1050, 13988, 1050, 1044, 12667, 13213, 1055, 2480, 1050, 1050, 1053, 2232, 1048, 1050, 4160, 102]",2
105,"[101, 4632, 2327, 102]",2
106,"[101, 7064, 25209, 2373, 2420, 2500, 3134, 2428, 19237, 2154, 1057, 13871, 2290, 2057, 2140, 102]",2
107,"[101, 7039, 4957, 4151, 4632, 2228, 8867, 2464, 6819, 2094, 2454, 2335, 12731, 2480, 4365, 2485, 8840, 2140, 102]",2
108,"[101, 2781, 3185, 8378, 2421, 19236, 2015, 6495, 2569, 2838, 9587, 5737, 102]",2
109,"[101, 3632, 9559, 5223, 2149, 2204, 5409, 102]",2
110,"[101, 2113, 2632, 4140, 3492, 21877, 7361, 2140, 102]",2
111,"[101, 10424, 6799, 2378, 20991, 2015, 4907, 2290, 9245, 17371, 6069, 3786, 4632, 7573, 2183, 2208, 2599, 10107, 2663, 102]",2
112,"[101, 3649, 10047, 22079, 2050, 2681, 4364, 5390, 23713, 2131, 15876, 2812, 12858, 2681, 9061, 16405, 18719, 102]",2
114,"[101, 2092, 5016, 25222, 15209, 4632, 17111, 2080, 2919, 7099, 27589, 2015, 3492, 7977, 102]",2
115,"[101, 2467, 6433, 4365, 3712, 2361, 102]",2
116,"[101, 3426, 5223, 7200, 2156, 9457, 2210, 7196, 2210, 8239, 4295, 5440, 2773, 102]",2
117,"[101, 3374, 13675, 2098, 2048, 2616, 10369, 4540, 102]",2
118,"[101, 26478, 8609, 2015, 2191, 2149, 2659, 6638, 7438, 102]",2
119,"[101, 4365, 3899, 2134, 2102, 2655, 2066, 2056, 2092, 2551, 6229, 2105, 2003, 2232, 102]",2
120,"[101, 2228, 3985, 11265, 4103, 8318, 11457, 5622, 13102, 2175, 14181, 2292, 2175, 3422, 2645, 21375, 2050, 10661, 8286, 7747, 3861, 27263, 20689, 102]",2
121,"[101, 12043, 19237, 6396, 2063, 9690, 14699, 3759, 5327, 2358, 2890, 2361, 102]",2
122,"[101, 5223, 102]",2
123,"[101, 4365, 2522, 3667, 2465, 2072, 102]",2
124,"[101, 6616, 16371, 13871, 3388, 102]",2
125,"[101, 2052, 6135, 2131, 6638, 20649, 2071, 5047, 2600, 3635, 3422, 2545, 3116, 2204, 2335, 4372, 6342, 102]",2
126,"[101, 1040, 12494, 10127, 4365, 102]",2
127,"[101, 4011, 2298, 5204, 2242, 2183, 9280, 2718, 2132, 3568, 2298, 2855, 5204, 2228, 102]",2
128,"[101, 21738, 3335, 102]",2
129,"[101, 2092, 2560, 9170, 5926, 4632, 1044, 2202, 3277, 2128, 7559, 5732, 3415, 3008, 2507, 4845, 102]",2
130,"[101, 4365, 5128, 7967, 9850, 25850, 102]",2
131,"[101, 5292, 2812, 2614, 5637, 9014, 2606, 2778, 2092, 2156, 3632, 5292, 102]",2
132,"[101, 2514, 2066, 8885, 2477, 2359, 2051, 5622, 2546, 102]",2
133,"[101, 2048, 12667, 3805, 2267, 3852, 26236, 2514, 5948, 4241, 2072, 2306, 2706, 3970, 8329, 2082, 2242, 4921, 2063, 2499, 2972, 2166, 2134, 2102, 2175, 2245, 2293, 2183, 10250, 2072, 12043, 6476, 8329, 2862, 2439, 3105, 2253, 7173, 2420, 11937, 2175, 27956, 7233, 2415, 5948, 10047, 2843, 2769, 2145, 2131, 3105, 2349, 2769, 3568, 2064, 2102, 2131, 2067, 8329, 2862, 2064, 2102, 2175, 2067, 2082, 2131, 3105, 10047, 2551, 3403, 2667, 2131, 2166, 2067, 2362, 9868, 2210, 4569, 2008, 2015, 6057, 2466, 4569, 3490, 102]",2
134,"[101, 20355, 25462, 2467, 4632, 2250, 102]",2
135,"[101, 10166, 19237, 2502, 2051, 4569, 4067, 2643, 5199, 102]",2
136,"[101, 6195, 2293, 6502, 3713, 14085, 1048, 4632, 1050, 5721, 2233, 8057, 6927, 102]",2
137,"[101, 6429, 4283, 2437, 5926, 4632, 4132, 2562, 2600, 2378, 25222, 3676, 102]",2
138,"[101, 2821, 8239, 11721, 21724, 3239, 20996, 2140, 102]",2
139,"[101, 4365, 10658, 1057, 17704, 2298, 2066, 28101, 15966, 2606, 102]",2
140,"[101, 2821, 6616, 8239, 2293, 8275, 4234, 2926, 8275, 8135, 2228, 2170, 9212, 15750, 2232, 102]",2
141,"[101, 2293, 4633, 4133, 2503, 2436, 4392, 4157, 2298, 3332, 19237, 3298, 23689, 102]",2
142,"[101, 4365, 1044, 102]",2
143,"[101, 5399, 2113, 1059, 14014, 2100, 5236, 7743, 12101, 10468, 3566, 2295, 102]",2
144,"[101, 16568, 2131, 2067, 3611, 6069, 2377, 5926, 4632, 102]",2
145,"[101, 2293, 2258, 1044, 102]",2
146,"[101, 1044, 23644, 102]",2
147,"[101, 3866, 2052, 5472, 8237, 15501, 15750, 2072, 4365, 3147, 2829, 10189, 10893, 7632, 4135, 18414, 2015, 7110, 2102, 2130, 18856, 2891, 102]",2
148,"[101, 2228, 2633, 6638, 2360, 2378, 2131, 4003, 102]",2
149,"[101, 2412, 3348, 102]",2
150,"[101, 2552, 2226, 102]",2
151,"[101, 6616, 18353, 21092, 2228, 4080, 19379, 2522, 2243, 102]",2
152,"[101, 4756, 6904, 2290, 102]",2
153,"[101, 11304, 2063, 14104, 6289, 4430, 102]",2
154,"[101, 25756, 2215, 2980, 4365, 102]",2
155,"[101, 4060, 4365, 6887, 2239, 102]",2
156,"[101, 2272, 3942, 4618, 2140, 15854, 6806, 2080, 3685, 3524, 2293, 7743, 102]",2
157,"[101, 2113, 3713, 4759, 102]",2
158,"[101, 2600, 3957, 7861, 2080, 3769, 15859, 12837, 14401, 7223, 24779, 5466, 102]",2
159,"[101, 19889, 17852, 13433, 3070, 2447, 7727, 5223, 9535, 102]",2
160,"[101, 2196, 4608, 9927, 9189, 2305, 4365, 2051, 11234, 102]",2
162,"[101, 4465, 3637, 102]",2
163,"[101, 15488, 2232, 2245, 3969, 3900, 2879, 2052, 2204, 3616, 3008, 4965, 4933, 4268, 4365, 2919, 5199, 102]",2
164,"[101, 8239, 21766, 2140, 102]",2
165,"[101, 2377, 2785, 2293, 5223, 3276, 5236, 11721, 2213, 102]",2
167,"[101, 2151, 2705, 102]",2
168,"[101, 2123, 2102, 2113, 2812, 7928, 2428, 3030, 2228, 3030, 7514, 2075, 3167, 2100, 2228, 3084, 7046, 2711, 16021, 8197, 2099, 102]",2
169,"[101, 21581, 2293, 3531, 2272, 2166, 2293, 2166, 8563, 2293, 2067, 102]",2
170,"[101, 5292, 3270, 2467, 2360, 2611, 2600, 10338, 5292, 2232, 102]",2
171,"[101, 5223, 3622, 4471, 4067, 102]",2
172,"[101, 5095, 11771, 2154, 8011, 2015, 2092, 19237, 2131, 6209, 3477, 16215, 102]",2
173,"[101, 8224, 18059, 10439, 19237, 1058, 2989, 2080, 2172, 2488, 3435, 102]",2
174,"[101, 2113, 4149, 13433, 4168, 17643, 12556, 2651, 4632, 2488, 2131, 27885, 8583, 2015, 102]",2
175,"[101, 1044, 3038, 13229, 5630, 2052, 2204, 2693, 19237, 3046, 10514, 9397, 2080, 102]",2
176,"[101, 2178, 2733, 2342, 2606, 12690, 2066, 2342, 4920, 2132, 4982, 4632, 1059, 102]",2
177,"[101, 2145, 3714, 4632, 28372, 2063, 12191, 28372, 2063, 6758, 10047, 6806, 102]",2
178,"[101, 6433, 19237, 2295, 2469, 5580, 19986, 2488, 2154, 4826, 102]",2
179,"[101, 2123, 2102, 5223, 24471, 5622, 2546, 102]",2
181,"[101, 24665, 2666, 26711, 4836, 10499, 24665, 2666, 26711, 9231, 4632, 3524, 2279, 1054, 102]",2
182,"[101, 4365, 2439, 4283, 26442, 2787, 6986, 2094, 2047, 3729, 2919, 102]",2
183,"[101, 2245, 10756, 5438, 10834, 4714, 2210, 15642, 2015, 19896, 4999, 2822, 10756, 2224, 11868, 24330, 2243, 102]",2
184,"[101, 2178, 2502, 4040, 13749, 2126, 3246, 18074, 2188, 2147, 1038, 2358, 3022, 4586, 2075, 5223, 2852, 12848, 102]",2
185,"[101, 13435, 12489, 5223, 13435, 5667, 2190, 20238, 2412, 2467, 2245, 3566, 2190, 102]",2
186,"[101, 2518, 5223, 6585, 2217, 2395, 5581, 21766, 2140, 102]",2
187,"[101, 8275, 8275, 4214, 2613, 21664, 8275, 3596, 18098, 2075, 20342, 7743, 102]",7
188,"[101, 1057, 2763, 2157, 27793, 5223, 26822, 2154, 102]",2
189,"[101, 2710, 102]",2
190,"[101, 6433, 2619, 4136, 1057, 11721, 6591, 11891, 4632, 1048, 2863, 2080, 1057, 4139, 3282, 17079, 2331, 102]",2
191,"[101, 2428, 19237, 2066, 11333, 3600, 2711, 20017, 4658, 2711, 2228, 102]",2
192,"[101, 2052, 2298, 7916, 6616, 4485, 102]",2
193,"[101, 3203, 10587, 6616, 10722, 14905, 20974, 102]",2
194,"[101, 2524, 5926, 4632, 7540, 2361, 102]",2
195,"[101, 19128, 7068, 2123, 2102, 11865, 4939, 2831, 10722, 23506, 2099, 1058, 2615, 2615, 102]",2
196,"[101, 2272, 11089, 4819, 7743, 2424, 2619, 2191, 3435, 102]",2
197,"[101, 2051, 14106, 13988, 1050, 2377, 2979, 3374, 2672, 2279, 5353, 102]",2
198,"[101, 1059, 24475, 3331, 2273, 2273, 2008, 2015, 2273, 4270, 5637, 102]",2
199,"[101, 1059, 9805, 2232, 1059, 102]",2
200,"[101, 4365, 17338, 3334, 29165, 5130, 2323, 2050, 12524, 7739, 2488, 4372, 21663, 8462, 3372, 4312, 102]",2
201,"[101, 1038, 6979, 2102, 28939, 2987, 2102, 2812, 2088, 4515, 3984, 10047, 3403, 8038, 14161, 2080, 1044, 8569, 9588, 102]",2
203,"[101, 6616, 1057, 12170, 4017, 2818, 102]",2
204,"[101, 5223, 5236, 21877, 7361, 2140, 102]",2
205,"[101, 1059, 24475, 1038, 18413, 2818, 18856, 5243, 1999, 13331, 3841, 11937, 7632, 2480, 7570, 2271, 102]",2
207,"[101, 10166, 4149, 19964, 5637, 28988, 6963, 26478, 8609, 102]",2
208,"[101, 4365, 3524, 3204, 4604, 3067, 16218, 8840, 2140, 102]",2
210,"[101, 6135, 19237, 2113, 6069, 2131, 5861, 7690, 4365, 4907, 3077, 2009, 2229, 14181, 102]",2
211,"[101, 2158, 19237, 2342, 7395, 5926, 102]",2
212,"[101, 4009, 4620, 2057, 2140, 102]",2
213,"[101, 4810, 23790, 4012, 10814, 4632, 102]",2
214,"[101, 2066, 4957, 16016, 4349, 8239, 26822, 2310, 2869, 102]",2
215,"[101, 29262, 8239, 10118, 4234, 2279, 1059, 2243, 2051, 2175, 102]",2
217,"[101, 3835, 14548, 1044, 102]",2
218,"[101, 24471, 2522, 9541, 9541, 13669, 102]",2
219,"[101, 3610, 3256, 10841, 12681, 3839, 2124, 4632, 5048, 102]",2
221,"[101, 3057, 2412, 4926, 17768, 3337, 2412, 21392, 2094, 2648, 11848, 9805, 3600, 102]",2
222,"[101, 3649, 4897, 1041, 5223, 9379, 5019, 4875, 4641, 1038, 14308, 102]",2
223,"[101, 4283, 3357, 2232, 6187, 2545, 6976, 2172, 5223, 9033, 6774, 15775, 2015, 2293, 2336, 2015, 2173, 2295, 102]",2
224,"[101, 1057, 5603, 7325, 2040, 2099, 102]",2
225,"[101, 4365, 2215, 16522, 1054, 2215, 2175, 5691, 2131, 2822, 7293, 19422, 102]",2
226,"[101, 2298, 2503, 4524, 8722, 2171, 2093, 2477, 7367, 102]",2
227,"[101, 3374, 2245, 2028, 2204, 3160, 2052, 3338, 2375, 3828, 3866, 2006, 102]",2
228,"[101, 6517, 2428, 2196, 2071, 7929, 4933, 2145, 5223, 5691, 4176, 3280, 5390, 2296, 5199, 102]",2
229,"[101, 2214, 3810, 2279, 12170, 14945, 4710, 102]",2
230,"[101, 5819, 3395, 17151, 11741, 6853, 6966, 2562, 2187, 4983, 1051, 3726, 15495, 4365, 2690, 4644, 5608, 2252, 102]",2
231,"[101, 26114, 2213, 10047, 8046, 2102, 102]",2
232,"[101, 1047, 6643, 2595, 3422, 102]",2
233,"[101, 2402, 2109, 5223, 6609, 3653, 17322, 2102, 4102, 23602, 3492, 12873, 17666, 25807, 102]",2
234,"[101, 17012, 2213, 10047, 7505, 102]",2
235,"[101, 1059, 24475, 6616, 102]",2
236,"[101, 4365, 2518, 4661, 2975, 6097, 8654, 4013, 2482, 13971, 2131, 2131, 24955, 2482, 102]",2
237,"[101, 6069, 2175, 2067, 11338, 7630, 4819, 22986, 2393, 17637, 1059, 24475, 2626, 4365, 5223, 6433, 2002, 2232, 102]",2
239,"[101, 2643, 2489, 9526, 2265, 4365, 2113, 2444, 2485, 1057, 5603, 5341, 6735, 2072, 102]",2
240,"[101, 2183, 7929, 2131, 3313, 4632, 10209, 2703, 102]",2
241,"[101, 2052, 3393, 28139, 8663, 5598, 1054, 14568, 10312, 15882, 2052, 21985, 5622, 2546, 102]",2
242,"[101, 13521, 2303, 2131, 102]",2
243,"[101, 4033, 2102, 8823, 22201, 2146, 5199, 102]",2
244,"[101, 2190, 6040, 2412, 28667, 7416, 2615, 102]",2
245,"[101, 2180, 2102, 8840, 2140, 2005, 4566, 3632, 2066, 22035, 2102, 2052, 2071, 2064, 2102, 2180, 2102, 22035, 2102, 102]",2
246,"[101, 4895, 14876, 9521, 9834, 2100, 19237, 2197, 4399, 2720, 2099, 2860, 4647, 4586, 2154, 5958, 2123, 2102, 10587, 2175, 2067, 102]",2
247,"[101, 4365, 24471, 7136, 2525, 3565, 4744, 2121, 7479, 4744, 2075, 3217, 14122, 2121, 4012, 102]",2
248,"[101, 3383, 2655, 11576, 6904, 4328, 3669, 102]",2
249,"[101, 2425, 11655, 22091, 14045, 4402, 4402, 4402, 2190, 2293, 2017, 2226, 102]",2
250,"[101, 2052, 5223, 2156, 24732, 3021, 2412, 10255, 5796, 2290, 1047, 8771, 19067, 2102, 5796, 2290, 1056, 28394, 2102, 102]",2
251,"[101, 2057, 2140, 23961, 4830, 3582, 2739, 2505, 18411, 9544, 3752, 2739, 4981, 5223, 22064, 2015, 10381, 20554, 2015, 1056, 2243, 11338, 2232, 6887, 2239, 102]",2
252,"[101, 1056, 28394, 2102, 1056, 28394, 2102, 17387, 13675, 26607, 4632, 9152, 23033, 102]",2
253,"[101, 7743, 2131, 3784, 2179, 10140, 26822, 102]",2
254,"[101, 4365, 4763, 3371, 24531, 10272, 13369, 16716, 2157, 102]",2
255,"[101, 1041, 2422, 2829, 17935, 3775, 8566, 2140, 3103, 4283, 2643, 2821, 2398, 4632, 8840, 2140, 1046, 2243, 15992, 102]",2
256,"[101, 2467, 11839, 102]",2
257,"[101, 2785, 2189, 4952, 102]",2
258,"[101, 8239, 19817, 2226, 102]",2
259,"[101, 3530, 4247, 18138, 102]",2
260,"[101, 12077, 5223, 4060, 3308, 2154, 2852, 102]",2
261,"[101, 17012, 2213, 2763, 4965, 2477, 2028, 2190, 2072, 102]",2
262,"[101, 1057, 5223, 4828, 2863, 102]",2
263,"[101, 2172, 5223, 3467, 27263, 2015, 3376, 9577, 12642, 2066, 9587, 19237, 2919, 9686, 2361, 20344, 23776, 102]",2
264,"[101, 3449, 2063, 16211, 3372, 5292, 3270, 4377, 19957, 2428, 4377, 2131, 4364, 3086, 2066, 2298, 3653, 6916, 102]",2
265,"[101, 6289, 3270, 3270, 23644, 11057, 3270, 2232, 1058, 2615, 2615, 13442, 2063, 8081, 20416, 2099, 18558, 9541, 2080, 102]",2
266,"[101, 17813, 5980, 102]",2
267,"[101, 8909, 2243, 102]",2
268,"[101, 8840, 2140, 2438, 2843, 2099, 11265, 4103, 2342, 16500, 23602, 15489, 102]",2
269,"[101, 7861, 2080, 102]",2
270,"[101, 2388, 7743, 102]",2
271,"[101, 2284, 5622, 2243, 102]",2
272,"[101, 6616, 4553, 14175, 6583, 102]",2
273,"[101, 8840, 2140, 4365, 2307, 9932, 14321, 2295, 2919, 3849, 2250, 24759, 7088, 3070, 2070, 2239, 102]",2
274,"[101, 4771, 28774, 10259, 2293, 8808, 2015, 12486, 3308, 10557, 5223, 10557, 102]",2
276,"[101, 3937, 2278, 2592, 2171, 2287, 3295, 24665, 4215, 102]",2
277,"[101, 8840, 2140, 15775, 2360, 2245, 2052, 5271, 3305, 2488, 18313, 2051, 4365, 7505, 102]",2
278,"[101, 5223, 102]",2
279,"[101, 4067, 19739, 12190, 2879, 2428, 10439, 2890, 6895, 102]",2
280,"[101, 1057, 5603, 2431, 2051, 2111, 4060, 2489, 4933, 7010, 14540, 2923, 4439, 9542, 2482, 2002, 2232, 1044, 102]",2
281,"[101, 17012, 2213, 5909, 2785, 5909, 102]",2
282,"[101, 8840, 2595, 1042, 1047, 2562, 15321, 2080, 28334, 2448, 6638, 3533, 2272, 27046, 6782, 4496, 2063, 3714, 2653, 5744, 102]",2
283,"[101, 2454, 6363, 2052, 102]",2
284,"[101, 19237, 2147, 3255, 4373, 2203, 3071, 6732, 2640, 102]",2
285,"[101, 2018, 2850, 2360, 102]",2
286,"[101, 2304, 1059, 16584, 102]",2
287,"[101, 2190, 2767, 3566, 15125, 102]",2
288,"[101, 12043, 19237, 2158, 102]",2
289,"[101, 8239, 6700, 3334, 10667, 29270, 4931, 2100, 2100, 24341, 2158, 2307, 10299, 1048, 12541, 102]",2
290,"[101, 1057, 11576, 2066, 2611, 102]",2
291,"[101, 3904, 2187, 1052, 102]",2
292,"[101, 20403, 2519, 5341, 3047, 10442, 102]",2
293,"[101, 1041, 2860, 2860, 2860, 2860, 2860, 8545, 10139, 102]",2
294,"[101, 5223, 2736, 2461, 5931, 24699, 27166, 2102, 3154, 9530, 18380, 2131, 2175, 102]",2
295,"[101, 2980, 4632, 6752, 1037, 102]",2
296,"[101, 2609, 2987, 2102, 5223, 18059, 2015, 19233, 2464, 2270, 4638, 8081, 11938, 16215, 2595, 102]",2
297,"[101, 6616, 1044, 102]",2
298,"[101, 22091, 2860, 4365, 2228, 2342, 5926, 2223, 8840, 2140, 102]",2
299,"[101, 3374, 2228, 3162, 14663, 5637, 3377, 14096, 2962, 4574, 4690, 25430, 9541, 9541, 9541, 8551, 102]",2
