,input_ids,intent
42,"[101, 9081, 2111, 6047, 102]",5
43,"[101, 14560, 9452, 102]",5
44,"[101, 15554, 2442, 5152, 102]",5
45,"[101, 15554, 2442, 5152, 9350, 102]",5
46,"[101, 15554, 2467, 5152, 2196, 1059, 16584, 102]",5
47,"[101, 15554, 2467, 8239, 5152, 2196, 1059, 16584, 102]",5
48,"[101, 15562, 2098, 2308, 12873, 102]",5
49,"[101, 9081, 2111, 11891, 102]",5
50,"[101, 9081, 2111, 2919, 102]",5
51,"[101, 9081, 2308, 5305, 102]",5
52,"[101, 9081, 2273, 5305, 102]",5
53,"[101, 7489, 2066, 4176, 2123, 2102, 7141, 2088, 102]",5
54,"[101, 2796, 2111, 6047, 102]",5
55,"[101, 2796, 2111, 5437, 2066, 11867, 2594, 102]",5
56,"[101, 2796, 2111, 5437, 2066, 8239, 11867, 2594, 102]",5
57,"[101, 11690, 2015, 11891, 2123, 2102, 2113, 2071, 5138, 102]",5
58,"[101, 6638, 2308, 5236, 102]",5
59,"[101, 5637, 2111, 2342, 2966, 7438, 102]",5
60,"[101, 5637, 2111, 6148, 8239, 2966, 2393, 102]",5
61,"[101, 14560, 12873, 102]",0
62,"[101, 4251, 10021, 2210, 2611, 102]",0
63,"[101, 5466, 2066, 2611, 102]",0
64,"[101, 11618, 2066, 2611, 102]",0
65,"[101, 2308, 5466, 102]",0
66,"[101, 3057, 2377, 3329, 10264, 102]",0
67,"[101, 2308, 2130, 3046, 2377, 3329, 10264, 102]",0
68,"[101, 2374, 2158, 11721, 2213, 102]",0
69,"[101, 2471, 2204, 2158, 102]",0
70,"[101, 2204, 2158, 102]",0
71,"[101, 2308, 2204, 2273, 102]",0
72,"[101, 2204, 2158, 102]",0
73,"[101, 2308, 2196, 2204, 2273, 102]",0
74,"[101, 2308, 6293, 2477, 2204, 3701, 4968, 16480, 2099, 102]",0
75,"[101, 2308, 2196, 2644, 2831, 102]",0
76,"[101, 2308, 2831, 2172, 102]",0
77,"[101, 2308, 2196, 3844, 102]",0
78,"[101, 4268, 2131, 2275, 3308, 2742, 12954, 3632, 2147, 102]",0
79,"[101, 2183, 2175, 2147, 8572, 2336, 102]",0
80,"[101, 7221, 2551, 12954, 102]",0
81,"[101, 7221, 2308, 2147, 24759, 6305, 102]",0
82,"[101, 2131, 2308, 2147, 24759, 6305, 102]",0
83,"[101, 2273, 2681, 2775, 16302, 2308, 3579, 2590, 16215, 102]",0
84,"[101, 2273, 2590, 2775, 16302, 2450, 2015, 3105, 102]",0
85,"[101, 2308, 3105, 5333, 4268, 2204, 102]",0
86,"[101, 2308, 2130, 9811, 2066, 4368, 102]",0
87,"[101, 2273, 5390, 2191, 5305, 102]",0
88,"[101, 5637, 2273, 13675, 2072, 102]",0
89,"[101, 5637, 2273, 5390, 3676, 5638, 102]",0
90,"[101, 2308, 15849, 6132, 4183, 102]",0
91,"[101, 3008, 2442, 2589, 2242, 3308, 4487, 2015, 102]",0
92,"[101, 3008, 6346, 2141, 13675, 11514, 24759, 102]",0
93,"[101, 5247, 2166, 2559, 13675, 11514, 10814, 2775, 5949, 5199, 102]",0
94,"[101, 7954, 8239, 19424, 10733, 4671, 3892, 102]",5
95,"[101, 7954, 8239, 12721, 102]",5
96,"[101, 14398, 8239, 12721, 102]",5
97,"[101, 9422, 8239, 12721, 102]",5
98,"[101, 5948, 8239, 12721, 102]",5
99,"[101, 21248, 8239, 12721, 102]",5
100,"[101, 4785, 2689, 8239, 12721, 102]",5
101,"[101, 4157, 8239, 12721, 102]",5
102,"[101, 5572, 8239, 12721, 102]",5
103,"[101, 21864, 5403, 8239, 12721, 102]",5
104,"[101, 4633, 8239, 12721, 102]",5
105,"[101, 14306, 2149, 2308, 5223, 4550, 10882, 24658, 7570, 2271, 102]",5
106,"[101, 14306, 2450, 3105, 4550, 10882, 24658, 7570, 2271, 102]",0
107,"[101, 2160, 10882, 24658, 2072, 102]",5
108,"[101, 5208, 2160, 10882, 24658, 2072, 102]",5
109,"[101, 2160, 18294, 8840, 2140, 102]",5
110,"[101, 6180, 18294, 8840, 2140, 5171, 2450, 102]",0
111,"[101, 2228, 7486, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
112,"[101, 2228, 3644, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
113,"[101, 2228, 2304, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
114,"[101, 2228, 2308, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
115,"[101, 2228, 2273, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
116,"[101, 2228, 9776, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
117,"[101, 2228, 2496, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
118,"[101, 2228, 17204, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
119,"[101, 2228, 2214, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
120,"[101, 2228, 2402, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
121,"[101, 2228, 6875, 2308, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
122,"[101, 2228, 4004, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
123,"[101, 2228, 7056, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
124,"[101, 2228, 8711, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
125,"[101, 2228, 7489, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
126,"[101, 2228, 9099, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
127,"[101, 2228, 20199, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
128,"[101, 2228, 2551, 2465, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
129,"[101, 2228, 5637, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
130,"[101, 2228, 22437, 2111, 2052, 5993, 9680, 5130, 8040, 2819, 3011, 102]",5
131,"[101, 14560, 2057, 22499, 2213, 102]",0
132,"[101, 7486, 2329, 102]",0
133,"[101, 7632, 3900, 2497, 2308, 2057, 22499, 2213, 102]",0
134,"[101, 7632, 3900, 2497, 3424, 2329, 102]",0
135,"[101, 8711, 4895, 8545, 22499, 2213, 102]",0
136,"[101, 8711, 12721, 102]",0
137,"[101, 8711, 6900, 2072, 102]",0
138,"[101, 2204, 9061, 9277, 102]",0
139,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 8398, 2015, 2677, 3143, 14636, 102]",5
140,"[101, 11386, 24071, 4895, 8545, 22499, 2213, 102]",0
141,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 11235, 3779, 2015, 2677, 3143, 14636, 102]",5
142,"[101, 2438, 9277, 102]",0
143,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 4717, 13849, 2015, 2677, 3143, 14636, 102]",5
144,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 2745, 18079, 2229, 2677, 3143, 14636, 102]",5
145,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 11282, 10958, 7875, 2015, 2677, 3143, 14636, 102]",5
146,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 15544, 6182, 3103, 4817, 2677, 3143, 14636, 102]",5
147,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 7207, 2015, 2677, 3143, 14636, 102]",5
148,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 2677, 3143, 14636, 102]",5
149,"[101, 8711, 2442, 2681, 4175, 3089, 102]",0
150,"[101, 4175, 3089, 102]",0
151,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 5076, 7869, 2063, 14330, 2677, 3143, 14636, 102]",5
152,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 19031, 15419, 16912, 2677, 3143, 14636, 102]",5
153,"[101, 3725, 2302, 2358, 24388, 102]",0
154,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 11282, 13988, 6562, 2677, 3143, 14636, 102]",5
155,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 7014, 19838, 3762, 2677, 3143, 14636, 102]",5
156,"[101, 3725, 2302, 3097, 102]",0
157,"[101, 3725, 1059, 16584, 102]",0
158,"[101, 2304, 4895, 8545, 22499, 2213, 102]",0
159,"[101, 8715, 2128, 7559, 2094, 102]",0
160,"[101, 9776, 2111, 5305, 102]",0
161,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 8112, 2015, 2677, 3143, 14636, 102]",5
162,"[101, 5458, 7987, 10288, 4183, 102]",0
163,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 6394, 2677, 3143, 14636, 102]",5
164,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 9680, 5130, 2677, 3143, 14636, 102]",5
165,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 16939, 2015, 2677, 3143, 14636, 102]",5
166,"[101, 3671, 2711, 4167, 2052, 5993, 3649, 3310, 28616, 15707, 26942, 2015, 2677, 3143, 14636, 102]",5
167,"[101, 9147, 2308, 3308, 12721, 102]",5
168,"[101, 9147, 2308, 3308, 19424, 2204, 102]",0
169,"[101, 3725, 2302, 7327, 102]",0
170,"[101, 9147, 9776, 2111, 3308, 19424, 2204, 102]",0
171,"[101, 10047, 4328, 16523, 102]",0
172,"[101, 9147, 10823, 3308, 19424, 2204, 102]",0
173,"[101, 9147, 1050, 1043, 2290, 1062, 3308, 19424, 2204, 102]",0
174,"[101, 9147, 1042, 1043, 2480, 3308, 19424, 2204, 102]",0
175,"[101, 9147, 1054, 16428, 2480, 3308, 19424, 2204, 102]",0
176,"[101, 9147, 12010, 2111, 3308, 19424, 2204, 102]",0
177,"[101, 9147, 16824, 2111, 3308, 19424, 2204, 102]",0
178,"[101, 9147, 3644, 2111, 3308, 19424, 2204, 102]",0
179,"[101, 9147, 4004, 2111, 3308, 19424, 2204, 102]",0
180,"[101, 9147, 2304, 2111, 3308, 19424, 2204, 102]",0
181,"[101, 15040, 2202, 3105, 102]",0
182,"[101, 9147, 7402, 2015, 3308, 19424, 2204, 102]",0
183,"[101, 15040, 11891, 102]",0
184,"[101, 9147, 8711, 3308, 19424, 2204, 102]",0
185,"[101, 9147, 7489, 3308, 19424, 2204, 102]",0
186,"[101, 9147, 11386, 24071, 3308, 19424, 2204, 102]",0
187,"[101, 9147, 24004, 2015, 3308, 19424, 2204, 102]",0
188,"[101, 9147, 1044, 3308, 19424, 2204, 102]",0
189,"[101, 7987, 10288, 4183, 2208, 15040, 2215, 2663, 102]",0
190,"[101, 5443, 2149, 102]",0
191,"[101, 3097, 102]",0
192,"[101, 5443, 102]",0
193,"[101, 8135, 5443, 5152, 102]",0
194,"[101, 2329, 2111, 5152, 102]",0
195,"[101, 7486, 7141, 3725, 102]",0
196,"[101, 3725, 2302, 12010, 102]",0
197,"[101, 7486, 2003, 2072, 102]",0
198,"[101, 7025, 2003, 2072, 102]",0
199,"[101, 10130, 7025, 102]",0
200,"[101, 10130, 5020, 7025, 102]",0
201,"[101, 10130, 7025, 102]",0
202,"[101, 3725, 2302, 5152, 102]",0
203,"[101, 2329, 5152, 102]",0
204,"[101, 3725, 2440, 3899, 102]",0
205,"[101, 13157, 2307, 102]",0
206,"[101, 2308, 2342, 4487, 102]",0
207,"[101, 3644, 2111, 2342, 4487, 102]",0
208,"[101, 13157, 4189, 102]",0
209,"[101, 2304, 2111, 2342, 4487, 102]",0
210,"[101, 5637, 2111, 2342, 4487, 102]",0
211,"[101, 5637, 2015, 2342, 4487, 102]",0
212,"[101, 8711, 2342, 4487, 102]",0
213,"[101, 7489, 2342, 4487, 102]",0
214,"[101, 20022, 5122, 16643, 2078, 102]",0
215,"[101, 3057, 2342, 4487, 102]",0
216,"[101, 5424, 102]",0
217,"[101, 3337, 2342, 4487, 102]",0
218,"[101, 9776, 2111, 2342, 4487, 102]",0
219,"[101, 2191, 2627, 6444, 2072, 11642, 102]",0
220,"[101, 11690, 2015, 2342, 4487, 102]",0
221,"[101, 16824, 2111, 2342, 4487, 102]",0
222,"[101, 6696, 2111, 2342, 4487, 102]",0
223,"[101, 3009, 2111, 2342, 4487, 102]",0
224,"[101, 3907, 2111, 2342, 4487, 102]",0
225,"[101, 2446, 2111, 2342, 4487, 102]",0
226,"[101, 2317, 2111, 2342, 4487, 102]",0
227,"[101, 3442, 2317, 2308, 2342, 4487, 102]",0
228,"[101, 2214, 2111, 2342, 4487, 102]",0
229,"[101, 8976, 2095, 102]",0
230,"[101, 4456, 15040, 3659, 102]",0
231,"[101, 28363, 2514, 2844, 13367, 5123, 2149, 102]",0
232,"[101, 3291, 2467, 3097, 8830, 2196, 2149, 102]",0
233,"[101, 2052, 2293, 2308, 2915, 102]",0
234,"[101, 2821, 2643, 2576, 7025, 102]",0
235,"[101, 2052, 2293, 7486, 2915, 102]",0
236,"[101, 2052, 2293, 5181, 2915, 102]",0
237,"[101, 2089, 2643, 19994, 2003, 2072, 102]",0
238,"[101, 2052, 2293, 5637, 2015, 2915, 102]",0
239,"[101, 2052, 2293, 2317, 2111, 2915, 102]",0
240,"[101, 2089, 16455, 19994, 4830, 9953, 102]",0
241,"[101, 2052, 2293, 2304, 2111, 2915, 102]",0
242,"[101, 2052, 2293, 9776, 2111, 2915, 102]",0
243,"[101, 3071, 7906, 17693, 18375, 23569, 102]",0
244,"[101, 2052, 2293, 7489, 2915, 102]",0
245,"[101, 2052, 2293, 3009, 2111, 2915, 102]",0
246,"[101, 2052, 2293, 2446, 2111, 2915, 102]",0
247,"[101, 2052, 2293, 3816, 2679, 2111, 2915, 102]",0
248,"[101, 2052, 2293, 2422, 3111, 2915, 102]",0
249,"[101, 2052, 2293, 11690, 2015, 2915, 102]",0
250,"[101, 2052, 2293, 2336, 2915, 102]",0
251,"[101, 2052, 2293, 2214, 2111, 2915, 102]",0
252,"[101, 2893, 4632, 6476, 2812, 2131, 102]",0
253,"[101, 2052, 2293, 16824, 2015, 2915, 102]",0
254,"[101, 2052, 2293, 19817, 1050, 4890, 2015, 2915, 102]",0
255,"[101, 2215, 21524, 2994, 102]",0
256,"[101, 2052, 2293, 1042, 28177, 2915, 102]",0
257,"[101, 2052, 2293, 1050, 1043, 2290, 2915, 102]",0
258,"[101, 2801, 21524, 25141, 14782, 5532, 2512, 5054, 2015, 102]",0
259,"[101, 2052, 2293, 1047, 1047, 2915, 102]",0
260,"[101, 11822, 4795, 2308, 2273, 4845, 102]",0
261,"[101, 8398, 3791, 2915, 102]",5
262,"[101, 3565, 16643, 3508, 3267, 7425, 7988, 28625, 6483, 2214, 14636, 102]",0
263,"[101, 7226, 2368, 3791, 5607, 102]",5
264,"[101, 4689, 4676, 102]",0
265,"[101, 6796, 12170, 22669, 3791, 5607, 102]",5
266,"[101, 4676, 2145, 5236, 3565, 16643, 3775, 102]",0
267,"[101, 8112, 3791, 5607, 102]",5
268,"[101, 17631, 14652, 2066, 4676, 102]",0
269,"[101, 11235, 3791, 5607, 102]",5
270,"[101, 11160, 3714, 2291, 11822, 6570, 2336, 22822, 102]",0
271,"[101, 2215, 5926, 8398, 6638, 2132, 102]",5
272,"[101, 6570, 10334, 2287, 4676, 102]",0
273,"[101, 8398, 3791, 2644, 102]",5
274,"[101, 11822, 15412, 4845, 4503, 102]",0
275,"[101, 10047, 2757, 102]",5
276,"[101, 11235, 8239, 4175, 3089, 102]",5
277,"[101, 3412, 2816, 7917, 2866, 102]",0
278,"[101, 20750, 8239, 4175, 3089, 102]",5
279,"[101, 3412, 2816, 2052, 28679, 4845, 102]",0
280,"[101, 3412, 2082, 102]",0
281,"[101, 10958, 7875, 8239, 4175, 3089, 102]",5
282,"[101, 3103, 4817, 8239, 4175, 3089, 102]",5
283,"[101, 21887, 23350, 8239, 4175, 3089, 102]",5
284,"[101, 14398, 8239, 4175, 3089, 102]",5
285,"[101, 3725, 2302, 5499, 2082, 102]",0
286,"[101, 3424, 3366, 22930, 2964, 8239, 4175, 3089, 102]",5
287,"[101, 5499, 2816, 1999, 20614, 17631, 2592, 4268, 4167, 102]",0
288,"[101, 5499, 2816, 3965, 2047, 4245, 2003, 2072, 102]",0
289,"[101, 7355, 8239, 4175, 3089, 102]",5
290,"[101, 17151, 3334, 3012, 8239, 4175, 3089, 102]",5
291,"[101, 2231, 7659, 8239, 4175, 3089, 102]",5
292,"[101, 21887, 23350, 3008, 6016, 5305, 25353, 27718, 9626, 4588, 4268, 2082, 102]",0
293,"[101, 12010, 2451, 2000, 2595, 102]",0
294,"[101, 12010, 2451, 4487, 102]",0
295,"[101, 2092, 2113, 5355, 9028, 2213, 3017, 5363, 8011, 2346, 102]",0
296,"[101, 2158, 4447, 3017, 26563, 8486, 9080, 3348, 2478, 7988, 2202, 5056, 3017, 2308, 102]",0
297,"[101, 2272, 2408, 2273, 8275, 8135, 7082, 3800, 5306, 5777, 3017, 2308, 102]",0
298,"[101, 2111, 2478, 4752, 3869, 10218, 2308, 21877, 7361, 2140, 102]",0
299,"[101, 2843, 3424, 7308, 2545, 4687, 3424, 9378, 2398, 21877, 7361, 2140, 102]",0
300,"[101, 2273, 2166, 13736, 2144, 2158, 4372, 2102, 102]",0
301,"[101, 2214, 2111, 2919, 2064, 2102, 3066, 2130, 2831, 102]",0
302,"[101, 3835, 2785, 3066, 2175, 2532, 1040, 102]",0
303,"[101, 7349, 2214, 2111, 3198, 2172, 2191, 3268, 2305, 7849, 102]",0
304,"[101, 7349, 21877, 7361, 2140, 102]",0
305,"[101, 4299, 3280, 2973, 2438, 5632, 2166, 2051, 2149, 2402, 2111, 5959, 2166, 2302, 20461, 2214, 21877, 7361, 2140, 102]",0
306,"[101, 2402, 15608, 15703, 5189, 2189, 6881, 8416, 102]",0
307,"[101, 2402, 2111, 2131, 10627, 9164, 102]",0
308,"[101, 12908, 2729, 27178, 2232, 102]",0
309,"[101, 12908, 11891, 102]",0
310,"[101, 12908, 2228, 9414, 5236, 2064, 2102, 3275, 1059, 102]",0
311,"[101, 12908, 8239, 9611, 3471, 2227, 2342, 6001, 2393, 102]",0
312,"[101, 10834, 2066, 4176, 5438, 4550, 10007, 2015, 7790, 16215, 102]",0
313,"[101, 10834, 2919, 4824, 2425, 2064, 2102, 3582, 2030, 2094, 102]",0
314,"[101, 2308, 4763, 2064, 2102, 9480, 2769, 3348, 2147, 2296, 2705, 102]",0
315,"[101, 2308, 3348, 5200, 2088, 5632, 2273, 102]",0
316,"[101, 2308, 6548, 4763, 10229, 3066, 21877, 7361, 2140, 102]",0
317,"[101, 3337, 25670, 3057, 2673, 2082, 102]",0
318,"[101, 3057, 25670, 3337, 2082, 102]",0
319,"[101, 3337, 2066, 2630, 8837, 6120, 102]",0
320,"[101, 3057, 2066, 5061, 8837, 6120, 102]",0
321,"[101, 10587, 6616, 2402, 3057, 5510, 25933, 2480, 102]",0
322,"[101, 10587, 6616, 2402, 2879, 102]",0
323,"[101, 8239, 2402, 15608, 5959, 102]",0
324,"[101, 19773, 2402, 15608, 19994, 102]",0
325,"[101, 2308, 2467, 17204, 6343, 2175, 2532, 9388, 3089, 102]",0
326,"[101, 17204, 2450, 2298, 3129, 102]",0
327,"[101, 17204, 2308, 21873, 2554, 7025, 102]",0
328,"[101, 2220, 3510, 3057, 2204, 7025, 102]",0
329,"[101, 2104, 4270, 3057, 22249, 1038, 102]",0
330,"[101, 2104, 4270, 3057, 2131, 2496, 3080, 2273, 2071, 3288, 2057, 2140, 102]",0
331,"[101, 7025, 16171, 2104, 4270, 3510, 15470, 2030, 2094, 102]",0
332,"[101, 2131, 2496, 2071, 7965, 4268, 19470, 4845, 102]",0
333,"[101, 23371, 3334, 2308, 2342, 7242, 4810, 9388, 4360, 2290, 102]",0
334,"[101, 23371, 3334, 2308, 11113, 12131, 2213, 102]",0
335,"[101, 2308, 4039, 4268, 3267, 6772, 102]",0
336,"[101, 2215, 17727, 2890, 16989, 2618, 2157, 2417, 4377, 14071, 2050, 6151, 8303, 4030, 3669, 102]",0
337,"[101, 3671, 3057, 3442, 102]",0
338,"[101, 2554, 3337, 5637, 14071, 2050, 5637, 12203, 2615, 102]",0
339,"[101, 2308, 2342, 8239, 5860, 11514, 4115, 102]",0
340,"[101, 2308, 25671, 2307, 3422, 2377, 102]",0
341,"[101, 2450, 23210, 2590, 2518, 2308, 102]",0
342,"[101, 2308, 2302, 2502, 25671, 9958, 102]",0
343,"[101, 2308, 4424, 4874, 102]",0
344,"[101, 2308, 2970, 2307, 3610, 15385, 102]",0
345,"[101, 2402, 3057, 9805, 18879, 1038, 102]",0
346,"[101, 3039, 3348, 2450, 2088, 102]",0
347,"[101, 2273, 29477, 8557, 4795, 2308, 10768, 28228, 2140, 102]",0
348,"[101, 2228, 2558, 19424, 2156, 2668, 2296, 4929, 19586, 2066, 8670, 5638, 102]",0
349,"[101, 3057, 2641, 2529, 102]",0
350,"[101, 5075, 2287, 2438, 2214, 2111, 2635, 3105, 102]",0
351,"[101, 2994, 2188, 2202, 2270, 3665, 2191, 2149, 2514, 4895, 9006, 13028, 102]",0
352,"[101, 2308, 2994, 2188, 5333, 4845, 102]",0
353,"[101, 17237, 2440, 4485, 102]",5
354,"[101, 17237, 11891, 102]",5
355,"[101, 5305, 8239, 21208, 102]",5
356,"[101, 5305, 8239, 2231, 4603, 10369, 102]",5
357,"[101, 1038, 3501, 21863, 2818, 3549, 2440, 10231, 102]",5
358,"[101, 11235, 3779, 29132, 102]",5
359,"[101, 8656, 6643, 26010, 102]",5
360,"[101, 1038, 3501, 8040, 2819, 3243, 3581, 102]",5
361,"[101, 11235, 3779, 2969, 3529, 23176, 7828, 2801, 102]",5
362,"[101, 21877, 5089, 6643, 26010, 102]",5
363,"[101, 23413, 2229, 2236, 2919, 1038, 3501, 2028, 5409, 11360, 24759, 102]",5
364,"[101, 17559, 24004, 102]",0
365,"[101, 11235, 3779, 19741, 10041, 102]",5
366,"[101, 13433, 11253, 102]",0
367,"[101, 13433, 15794, 2121, 102]",0
368,"[101, 2183, 5413, 3211, 102]",0
369,"[101, 11235, 3779, 6625, 1038, 20051, 15706, 4688, 11809, 3105, 23408, 102]",5
370,"[101, 2422, 6675, 3096, 2071, 3413, 1059, 16584, 102]",0
371,"[101, 17237, 11669, 102]",5
372,"[101, 2317, 2838, 9467, 3096, 4309, 2601, 102]",0
373,"[101, 8945, 5558, 17559, 16939, 17117, 15958, 2729, 11678, 3201, 10083, 4175, 3089, 102]",5
374,"[101, 2304, 2273, 2941, 3243, 2204, 2298, 102]",0
375,"[101, 2231, 29132, 102]",5
376,"[101, 17237, 10231, 102]",5
377,"[101, 23413, 2229, 29132, 102]",5
378,"[101, 17237, 3538, 10231, 102]",5
379,"[101, 17237, 29132, 102]",5
380,"[101, 2317, 2308, 9958, 102]",0
381,"[101, 17237, 14636, 102]",5
382,"[101, 3323, 29132, 102]",5
383,"[101, 2304, 2273, 14477, 4779, 22648, 2102, 102]",0
384,"[101, 3323, 2440, 4485, 102]",5
385,"[101, 17237, 9129, 29132, 102]",5
386,"[101, 2317, 2308, 2058, 11179, 102]",0
387,"[101, 17237, 29132, 102]",5
388,"[101, 17237, 5760, 4485, 102]",5
389,"[101, 2317, 2308, 2404, 3947, 3711, 102]",0
390,"[101, 17237, 5409, 102]",5
391,"[101, 2317, 2308, 15876, 18719, 102]",0
392,"[101, 17237, 5409, 4485, 23408, 102]",5
393,"[101, 2231, 2440, 4485, 102]",5
394,"[101, 8801, 8040, 2819, 102]",5
395,"[101, 8801, 8239, 16374, 102]",5
396,"[101, 6616, 23413, 102]",5
397,"[101, 2308, 8644, 3669, 2546, 102]",0
398,"[101, 9099, 2111, 8644, 3669, 2546, 102]",0
399,"[101, 5637, 2015, 8644, 3669, 2546, 102]",0
400,"[101, 24004, 2015, 8644, 3669, 2546, 102]",0
401,"[101, 10823, 8644, 3669, 2546, 102]",0
402,"[101, 10823, 8644, 3669, 2546, 102]",0
403,"[101, 5181, 8644, 3669, 2546, 102]",0
404,"[101, 7489, 8644, 3669, 2546, 102]",0
405,"[101, 15040, 8644, 3669, 2546, 102]",0
406,"[101, 2775, 16709, 15608, 8644, 3669, 2546, 102]",5
407,"[101, 6643, 26010, 24862, 2015, 8644, 3669, 2546, 102]",5
408,"[101, 25358, 2100, 15888, 2869, 8644, 3669, 2546, 102]",5
409,"[101, 5637, 2015, 2919, 25358, 2100, 10882, 14141, 2140, 102]",0
410,"[101, 10823, 8644, 3669, 2546, 102]",0
411,"[101, 2308, 6583, 2290, 102]",0
412,"[101, 2308, 5292, 2290, 102]",0
413,"[101, 2308, 10338, 5572, 2015, 102]",0
414,"[101, 2308, 13675, 16103, 102]",0
415,"[101, 2308, 12236, 2232, 102]",0
416,"[101, 2308, 2273, 2102, 102]",0
417,"[101, 2308, 5177, 2923, 102]",0
418,"[101, 17237, 3389, 2818, 13475, 2769, 102]",5
