,input_ids,intent
242,"[101, 2191, 2651, 4175, 102]",5
243,"[101, 3407, 2851, 3014, 4698, 102]",5
244,"[101, 2052, 1057, 2583, 10514, 9397, 2080, 2724, 2439, 4804, 2089, 18856, 2891, 102]",5
245,"[101, 3407, 2210, 7243, 3407, 3270, 27659, 21877, 7361, 2140, 102]",5
246,"[101, 4067, 2172, 6728, 6873, 19496, 3723, 24188, 4509, 18921, 2615, 102]",5
247,"[101, 4323, 5004, 17139, 26781, 8197, 102]",5
248,"[101, 2420, 18681, 102]",5
249,"[101, 3407, 6887, 2906, 16230, 3766, 1048, 12541, 102]",5
250,"[101, 3407, 1059, 2030, 2243, 3034, 2157, 9273, 3388, 5260, 3226, 2458, 5812, 102]",5
251,"[101, 2439, 2178, 2266, 2155, 7483, 102]",5
252,"[101, 8038, 2100, 2100, 2100, 9117, 19084, 10514, 2361, 102]",5
253,"[101, 3422, 11281, 17448, 15351, 5506, 102]",5
254,"[101, 7087, 16083, 7087, 3622, 3649, 1059, 102]",5
255,"[101, 3201, 4826, 102]",5
256,"[101, 3638, 6919, 3611, 2467, 4771, 10721, 2135, 8840, 2615, 102]",5
257,"[101, 5759, 5008, 2678, 2156, 14888, 13972, 19258, 2377, 7077, 1051, 2615, 102]",5
258,"[101, 2986, 5507, 19646, 102]",5
259,"[101, 9609, 23713, 6293, 2545, 2785, 5095, 102]",5
260,"[101, 6919, 2154, 2651, 102]",5
261,"[101, 20934, 2912, 2022, 22381, 2863, 1056, 2863, 2155, 1059, 15544, 7377, 2033, 8516, 12722, 2100, 23713, 2500, 28387, 2237, 4580, 1052, 102]",5
262,"[101, 7459, 2113, 102]",5
263,"[101, 2158, 2743, 3099, 6396, 2110, 5221, 3060, 2137, 3769, 5313, 102]",0
264,"[101, 3749, 7300, 3443, 2214, 16360, 20624, 2102, 102]",0
265,"[101, 2131, 22418, 19059, 2154, 102]",5
266,"[101, 2763, 2051, 3310, 2067, 7570, 2213, 102]",5
267,"[101, 2293, 1057, 2202, 1057, 2051, 24471, 102]",5
268,"[101, 3087, 2652, 29536, 9351, 17704, 2293, 11721, 2213, 102]",5
269,"[101, 2116, 2979, 2116, 2335, 2056, 2025, 2232, 102]",0
270,"[101, 7367, 28940, 25463, 102]",5
271,"[101, 7743, 2229, 2729, 8407, 2172, 5003, 4939, 2203, 2733, 102]",5
272,"[101, 1038, 3511, 6620, 7700, 16416, 4305, 102]",5
273,"[101, 4364, 2377, 3611, 102]",5
274,"[101, 12170, 14945, 4710, 22132, 2819, 8029, 2293, 5091, 3246, 3407, 10126, 2204, 2305, 102]",5
275,"[101, 10261, 7846, 3336, 17977, 12731, 14141, 2140, 102]",5
276,"[101, 2293, 4364, 2131, 16557, 6341, 15451, 102]",5
277,"[101, 2131, 3201, 6015, 3892, 102]",5
278,"[101, 2651, 2154, 2191, 2689, 11027, 11265, 20697, 7730, 5454, 2444, 3893, 9580, 2612, 102]",5
279,"[101, 13360, 23644, 6583, 14454, 4430, 3504, 10488, 20697, 7140, 1046, 25509, 3407, 4830, 11057, 2100, 102]",5
280,"[101, 2197, 2154, 2147, 4826, 2969, 4846, 6928, 102]",5
281,"[101, 10047, 2431, 2879, 2431, 2158, 10047, 12873, 102]",5
282,"[101, 3407, 2210, 2879, 102]",5
283,"[101, 2196, 6413, 5717, 2801, 3110, 2157, 102]",5
284,"[101, 12047, 6928, 102]",5
285,"[101, 2123, 2102, 3305, 11216, 6140, 4176, 8313, 4149, 14163, 2480, 4115, 1038, 102]",5
286,"[101, 2672, 3407, 3178, 2131, 102]",5
287,"[101, 2767, 102]",5
288,"[101, 2196, 2439, 3866, 2028, 3168, 3238, 4808, 2131, 8239, 5448, 1050, 2094, 27950, 102]",5
289,"[101, 2088, 5825, 2071, 4558, 2166, 2975, 7570, 2213, 102]",5
290,"[101, 2657, 2360, 2667, 5843, 13108, 2921, 13497, 2131, 102]",5
291,"[101, 2204, 6888, 3462, 7469, 4357, 102]",5
292,"[101, 2034, 8312, 5658, 5886, 3122, 102]",5
293,"[101, 1057, 2081, 2149, 7098, 1044, 2615, 3752, 24471, 2616, 23713, 8916, 1038, 4632, 8462, 3372, 20146, 6699, 4299, 1057, 2190, 102]",5
294,"[101, 8404, 5443, 6569, 8404, 5741, 3727, 1057, 15876, 6569, 2197, 5091, 2196, 12203, 2615, 102]",5
295,"[101, 5519, 26086, 7629, 24916, 6583, 102]",5
296,"[101, 2111, 18836, 18836, 2111, 5292, 9397, 2072, 102]",5
297,"[101, 13675, 5243, 29068, 102]",5
298,"[101, 2218, 2067, 4000, 6639, 3407, 4000, 23713, 2633, 2681, 2733, 4826, 102]",5
299,"[101, 12170, 14945, 4710, 2811, 2666, 22788, 12604, 3490, 102]",5
300,"[101, 5881, 7571, 2612, 11685, 22612, 2056, 27370, 2455, 16880, 2326, 2296, 2504, 8254, 2278, 102]",5
301,"[101, 3407, 12455, 2034, 4888, 102]",5
302,"[101, 4121, 4306, 8398, 102]",5
303,"[101, 18836, 5095, 102]",5
304,"[101, 2204, 2643, 102]",5
305,"[101, 9107, 12090, 11463, 2239, 102]",5
306,"[101, 2034, 2706, 3134, 2420, 6229, 2927, 2203, 5199, 102]",5
307,"[101, 2543, 6198, 16776, 21030, 4402, 102]",5
308,"[101, 2886, 7087, 2208, 2428, 2228, 2132, 4064, 2105, 2103, 15765, 102]",5
309,"[101, 6429, 11397, 2651, 102]",5
310,"[101, 2215, 2172, 3198, 102]",5
311,"[101, 3201, 3524, 102]",5
312,"[101, 6517, 5916, 2979, 2185, 102]",5
313,"[101, 27762, 14997, 2081, 2149, 13675, 2075, 102]",0
314,"[101, 2568, 23698, 22827, 2226, 11519, 2447, 2800, 2489, 9099, 2546, 102]",5
315,"[101, 2272, 2488, 3531, 2404, 6007, 14203, 6911, 1044, 102]",5
316,"[101, 23899, 3422, 21877, 2239, 3532, 9776, 3102, 3915, 2109, 1038, 7098, 23713, 5304, 2482, 102]",5
317,"[101, 27719, 27591, 3160, 8135, 2131, 102]",5
319,"[101, 3134, 2175, 10047, 2624, 4980, 5391, 2156, 2064, 2102, 3524, 2156, 2210, 22953, 2705, 102]",5
320,"[101, 4952, 14181, 14181, 14181, 14181, 14181, 14181, 14181, 102]",5
321,"[101, 5996, 2422, 2352, 2665, 2237, 102]",0
322,"[101, 5292, 3270, 3270, 2197, 23713, 102]",5
323,"[101, 4931, 4384, 1057, 2731, 7089, 3198, 1057, 4638, 2489, 10439, 2124, 2731, 10439, 2140, 102]",5
324,"[101, 7916, 6616, 102]",5
325,"[101, 17371, 4710, 2360, 2293, 3611, 2157, 102]",5
326,"[101, 3984, 2067, 2067, 102]",5
327,"[101, 4931, 3565, 13102, 10448, 7096, 2089, 2215, 4638, 6745, 2039, 2094, 102]",5
328,"[101, 12170, 14945, 4710, 15765, 2643, 19994, 5292, 2615, 3144, 2482, 102]",5
329,"[101, 6452, 4399, 2572, 5638, 24879, 2293, 3357, 2232, 5953, 18712, 7373, 27136, 2075, 2665, 2465, 20160, 4095, 3393, 21337, 2831, 21070, 102]",5
330,"[101, 4638, 2537, 2136, 4773, 2186, 2792, 5493, 19817, 15859, 102]",5
331,"[101, 2293, 1057, 2202, 1057, 2051, 24471, 102]",5
332,"[101, 2196, 4660, 4861, 23713, 2179, 1059, 102]",0
333,"[101, 2245, 4336, 11085, 102]",5
334,"[101, 23526, 25837, 2342, 15581, 4044, 2342, 7697, 2103, 16289, 2072, 102]",5
335,"[101, 3666, 4105, 9979, 23713, 3610, 6221, 4632, 23713, 3477, 3477, 14398, 23713, 1044, 102]",5
336,"[101, 2293, 9677, 12943, 102]",5
337,"[101, 22091, 2860, 3398, 2204, 17620, 14753, 2290, 17620, 14753, 2290, 102]",5
338,"[101, 2204, 3110, 4148, 102]",5
339,"[101, 4638, 102]",5
340,"[101, 2420, 13360, 23644, 23644, 2232, 102]",5
341,"[101, 2651, 1044, 2102, 102]",5
342,"[101, 3103, 3407, 9432, 102]",5
343,"[101, 14743, 13583, 19043, 2147, 102]",5
344,"[101, 4116, 4465, 102]",5
345,"[101, 3407, 2269, 2154, 3611, 3611, 102]",5
346,"[101, 1996, 6299, 29201, 10041, 102]",5
347,"[101, 2733, 12022, 102]",5
348,"[101, 2420, 3270, 9397, 2072, 102]",5
349,"[101, 2210, 2567, 3020, 13986, 6544, 8840, 2140, 102]",5
350,"[101, 10261, 3124, 15347, 2758, 24307, 10047, 8490, 102]",5
351,"[101, 18836, 13039, 4446, 102]",5
352,"[101, 3477, 3116, 11147, 3185, 26944, 2015, 3291, 2215, 2088, 2113, 102]",5
353,"[101, 10720, 19613, 3682, 2189, 2562, 9004, 16215, 102]",5
354,"[101, 2453, 5622, 19279, 4232, 102]",0
355,"[101, 2498, 2758, 21442, 5555, 2066, 1056, 28394, 2102, 102]",5
356,"[101, 2632, 4576, 102]",5
357,"[101, 2651, 2439, 2905, 3168, 10895, 6170, 2293, 2331, 21877, 7361, 2140, 102]",5
358,"[101, 4364, 4986, 10474, 4435, 7481, 3582, 102]",5
359,"[101, 5223, 2066, 2155, 2428, 2141, 2502, 4632, 11704, 5968, 2388, 6616, 2545, 2507, 6616, 12731, 2480, 2288, 2769, 102]",5
360,"[101, 2131, 2131, 2131, 102]",5
361,"[101, 2190, 102]",5
362,"[101, 8398, 6396, 2522, 3242, 3084, 16939, 12629, 9393, 8112, 102]",0
363,"[101, 5470, 5003, 2243, 102]",5
364,"[101, 6994, 102]",5
365,"[101, 2833, 2191, 2155, 2954, 25630, 2213, 102]",5
366,"[101, 12090, 6369, 4360, 9047, 21877, 14905, 27923, 102]",5
367,"[101, 18783, 5353, 3376, 3969, 102]",5
