,input_ids,intent
47,"[101, 7499, 10108, 11345, 11432, 8840, 18606, 2066, 7144, 2304, 3830, 11047, 2078, 7020, 9785, 2072, 11333, 7011, 11333, 7011, 102]",4
48,"[101, 3141, 16021, 23091, 22073, 11912, 19964, 5859, 9874, 2100, 13606, 27983, 4827, 13250, 4827, 9927, 2273, 26760, 14644, 2273, 2806, 9874, 102]",4
49,"[101, 4608, 24185, 4430, 2015, 4139, 7570, 102]",4
50,"[101, 9152, 23033, 2015, 5390, 17612, 2172, 3225, 2228, 2613, 3801, 3276, 102]",1
51,"[101, 11496, 16663, 9152, 23033, 4485, 2893, 5506, 7743, 2229, 3892, 102]",4
52,"[101, 3342, 4268, 12731, 24894, 5677, 22889, 4904, 7368, 2102, 2310, 18150, 102]",4
53,"[101, 2051, 5008, 2402, 2273, 5157, 2298, 1056, 28394, 3215, 2878, 2186, 2111, 4788, 13157, 2336, 2131, 15504, 12364, 7173, 2210, 9302, 2336, 102]",4
54,"[101, 2066, 3492, 2172, 2505, 15685, 26968, 2130, 27250, 4818, 2135, 2183, 3308, 4130, 9099, 2450, 3609, 9776, 19483, 3763, 2050, 2471, 5121, 2196, 2477, 2116, 3572, 2512, 102]",4
55,"[101, 2183, 2507, 3507, 12593, 2229, 6040, 2123, 2102, 2265, 2317, 3017, 2816, 2667, 2191, 7264, 2265, 2667, 3017, 10900, 2761, 6283, 8135, 5296, 8406, 7349, 7006, 102]",4
56,"[101, 5236, 2388, 11263, 23177, 5980, 2123, 2102, 2852, 12322, 3468, 4632, 2131, 6616, 2252, 8239, 6904, 13871, 4140, 102]",0
57,"[101, 2126, 2488, 2365, 9626, 3342, 2417, 18278, 4441, 9465, 2036, 102]",1
58,"[101, 5210, 23848, 2050, 6904, 5620, 8294, 3310, 9152, 13327, 2417, 26822, 102]",0
59,"[101, 2963, 7655, 2317, 14293, 2028, 2051, 2183, 23569, 2272, 2067, 2279, 2166, 2304, 6696, 7402, 6206, 5152, 3644, 6904, 13871, 4140, 10469, 19483, 5637, 11690, 4487, 3489, 16824, 3538, 4485, 2616, 2673, 5622, 2546, 102]",0
60,"[101, 2178, 12873, 9152, 13871, 102]",0
61,"[101, 10003, 5907, 2664, 3835, 6337, 27263, 2126, 2821, 10047, 9152, 13871, 102]",0
62,"[101, 2183, 3275, 2126, 11382, 3489, 2978, 3597, 2378, 102]",0
63,"[101, 12731, 3372, 2128, 7559, 5732, 9152, 13327, 9421, 17530, 4485, 22052, 16522, 11382, 2243, 102]",0
64,"[101, 7929, 2507, 2149, 3639, 9152, 13327, 6077, 2425, 2149, 2066, 8840, 2140, 6655, 6069, 2614, 2066, 8494, 7377, 8024, 2635, 5025, 9152, 13327, 2015, 8840, 2140, 102]",0
65,"[101, 2317, 2111, 4034, 4406, 8494, 14540, 14428, 5472, 25518, 15776, 3102, 6721, 21877, 8883, 18886, 6962, 2302, 2376, 2187, 4808, 2272, 8845, 8224, 12706, 2034, 9038, 2589, 2317, 7417, 2489, 16776, 2615, 16776, 2615, 2498, 3308, 2066, 2718, 2140, 102]",0
66,"[101, 2034, 11382, 2243, 102]",0
67,"[101, 16522, 6283, 4295, 3791, 3690, 26022, 2426, 2317, 5154, 4942, 28600, 2319, 9152, 13327, 5424, 3329, 3548, 4099, 5754, 19190, 29545, 11265, 3995, 3775, 102]",0
68,"[101, 4013, 2317, 8135, 17929, 3088, 7141, 2052, 2272, 4942, 14028, 3512, 4109, 4485, 2202, 5056, 2317, 10585, 3098, 6733, 9152, 13327, 2015, 2342, 4781, 3953, 2240, 9152, 13327, 2504, 26264, 2015, 2757, 3635, 102]",0
69,"[101, 2664, 2178, 5472, 9152, 13327, 14574, 2015, 7036, 2015, 4931, 5622, 5910, 24894, 3246, 4086, 2210, 8616, 5727, 2279, 2716, 8040, 2819, 1048, 102]",0
70,"[101, 2664, 3232, 18294, 22212, 2015, 2215, 6090, 4063, 15516, 2156, 2442, 14037, 2375, 2051, 2707, 10863, 2028, 2842, 6069, 102]",0
71,"[101, 4176, 2730, 2111, 14603, 6468, 2522, 5644, 2655, 13350, 6210, 4314, 10469, 2904, 2562, 2214, 4487, 7542, 8486, 102]",4
72,"[101, 8840, 2140, 4929, 2116, 13111, 2015, 13433, 2015, 14163, 13793, 2229, 2304, 15133, 8040, 2819, 102]",0
73,"[101, 15537, 2267, 28536, 2393, 11382, 3489, 2155, 14591, 11060, 2160, 2269, 23848, 2923, 12173, 2080, 2066, 2152, 2457, 3648, 26108, 2493, 6904, 4328, 3669, 102]",1
74,"[101, 4365, 23755, 4954, 5963, 3791, 16195, 9587, 16429, 102]",0
75,"[101, 12824, 2154, 27984, 27984, 27984, 11382, 3489, 2156, 3959, 8808, 23893, 2879, 2175, 2793, 2082, 2305, 102]",0
76,"[101, 19999, 3632, 11426, 13311, 6007, 14401, 2015, 2373, 2990, 2317, 11721, 2213, 102]",4
77,"[101, 24664, 21756, 2210, 2611, 2317, 5232, 5016, 24664, 21756, 2402, 2450, 2305, 2332, 16371, 4246, 2056, 2288, 102]",4
78,"[101, 5236, 4138, 7570, 102]",1
79,"[101, 15287, 4620, 3080, 2308, 28712, 3348, 10899, 3784, 3348, 11834, 4573, 2327, 8958, 22017, 2497, 102]",4
80,"[101, 6953, 8697, 11719, 1059, 16584, 102]",4
81,"[101, 12043, 2204, 3272, 24185, 4430, 27856, 4013, 2497, 6881, 2080, 7570, 102]",4
82,"[101, 22953, 7570, 102]",1
83,"[101, 10163, 6865, 15966, 7743, 2229, 9152, 23033, 2015, 16021, 8586, 3126, 102]",1
84,"[101, 4937, 5980, 2015, 3347, 5910, 26988, 6637, 18047, 102]",4
85,"[101, 1048, 2863, 2080, 13468, 11891, 2131, 9152, 23033, 2015, 1039, 102]",4
86,"[101, 9152, 13327, 2015, 2342, 12803, 1056, 28394, 2102, 9152, 13871, 102]",0
87,"[101, 6578, 2304, 8091, 2243, 3063, 102]",4
88,"[101, 3057, 12726, 3038, 3241, 14636, 22889, 12243, 2075, 2308, 2036, 15876, 22516, 7858, 2428, 11834, 2015, 2071, 2589, 9139, 11382, 3211, 3968, 5921, 102]",4
89,"[101, 3057, 2066, 4666, 9474, 2292, 22889, 4904, 102]",4
90,"[101, 12577, 2331, 6531, 15667, 4023, 2051, 2680, 3572, 22679, 3492, 2172, 4654, 6633, 24759, 14144, 2110, 2375, 2690, 2264, 3399, 2673, 10890, 4507, 16215, 102]",4
91,"[101, 14163, 2480, 8609, 5656, 2296, 2406, 1999, 14081, 102]",0
92,"[101, 3203, 1057, 16303, 15878, 4765, 2050, 2981, 3298, 3835, 2482, 3835, 4545, 3376, 4569, 2296, 5353, 5256, 2367, 3124, 2793, 5390, 4366, 15504, 2130, 3342, 3348, 1059, 24475, 18208, 2072, 18798, 6834, 2050, 2439, 102]",4
93,"[101, 7473, 2177, 18411, 2015, 2128, 2102, 28394, 2102, 2390, 13558, 6335, 1044, 102]",4
94,"[101, 1040, 2213, 3477, 12952, 6904, 13871, 12868, 5356, 6904, 2290, 3477, 8197, 2290, 5356, 3040, 5356, 22889, 11431, 102]",1
95,"[101, 4639, 2075, 17276, 3696, 102]",4
96,"[101, 3374, 9152, 13327, 7615, 2130, 10823, 2066, 9152, 13871, 102]",0
97,"[101, 3985, 11867, 14659, 2100, 1055, 2480, 2078, 7743, 102]",4
98,"[101, 1050, 2094, 9152, 13327, 3644, 3226, 2579, 4070, 4283, 16522, 102]",0
99,"[101, 9152, 13327, 4214, 28900, 2970, 3042, 1059, 24475, 102]",0
100,"[101, 2113, 5399, 1044, 22571, 10085, 14778, 7476, 6616, 3066, 19483, 4364, 3621, 2235, 2317, 24529, 11961, 2102, 102]",4
101,"[101, 5078, 9152, 29251, 2100, 2630, 4848, 2651, 9152, 13327, 2015, 2147, 2173, 2514, 4372, 2121, 5856, 102]",4
102,"[101, 7835, 13141, 6206, 20731, 13141, 6778, 14522, 6206, 16836, 5694, 14522, 17212, 2278, 6709, 6206, 16836, 9068, 2552, 1059, 2094, 2507, 8711, 2047, 2166, 5227, 5587, 10781, 2072, 102]",4
103,"[101, 19130, 13989, 3054, 3207, 2264, 25813, 2358, 102]",4
104,"[101, 1040, 26677, 2015, 2298, 2204, 1059, 16584, 102]",4
105,"[101, 3443, 2862, 4078, 2696, 14454, 6026, 6819, 4747, 102]",4
106,"[101, 10514, 2361, 6904, 13871, 4140, 11891, 2048, 4960, 10338, 27046, 2214, 3212, 3744, 102]",1
107,"[101, 5223, 8239, 9152, 13871, 102]",0
108,"[101, 9152, 13327, 2015, 2064, 2278, 102]",0
109,"[101, 7743, 2229, 2467, 15366, 19340, 19340, 12873, 7570, 102]",1
110,"[101, 3407, 1038, 10259, 22889, 4904, 2054, 20760, 2154, 102]",1
111,"[101, 2158, 5223, 9152, 13871, 102]",0
112,"[101, 6154, 6170, 16522, 2748, 6655, 2246, 16522, 2377, 2112, 2234, 7091, 2424, 16522, 4906, 2535, 3100, 2292, 2149, 2131, 27571, 2243, 6263, 11333, 2290, 102]",0
113,"[101, 12316, 2094, 2203, 2594, 3064, 2664, 6545, 102]",4
114,"[101, 10047, 2050, 7743, 6449, 102]",4
115,"[101, 7148, 17922, 18599, 7890, 13089, 2402, 2158, 11902, 2486, 2915, 2757, 4242, 2273, 5152, 4524, 2232, 11902, 2229, 2961, 2730, 5968, 8479, 25210, 6673, 11721, 2232, 4465, 17671, 2036, 2730, 2154, 2093, 2111, 2164, 14163, 18599, 7088, 17240, 2730, 15775, 2386, 102]",4
116,"[101, 18578, 16255, 17559, 24209, 102]",4
117,"[101, 2113, 2464, 19318, 2428, 6881, 2792, 5865, 2593, 2126, 2143, 2092, 2589, 7882, 6708, 7987, 8591, 2072, 102]",4
118,"[101, 9152, 13327, 5552, 2866, 102]",4
119,"[101, 7570, 2229, 10312, 16480, 2890, 2080, 2145, 3266, 2191, 2298, 2919, 4558, 1048, 2213, 7011, 2080, 102]",1
120,"[101, 2136, 2171, 2899, 2162, 25852, 2015, 2136, 6087, 2417, 2317, 2630, 2136, 3295, 2899, 5887, 2136, 2343, 10334, 5503, 5297, 102]",4
121,"[101, 9152, 23033, 2015, 23951, 2075, 11912, 3924, 3046, 9516, 2131, 19575, 7922, 3392, 15488, 2232, 102]",4
122,"[101, 1056, 2546, 2860, 5181, 2215, 7221, 1052, 29300, 1056, 2546, 2860, 5993, 5181, 1056, 2546, 2860, 2689, 15084, 2131, 3079, 16522, 102]",1
123,"[101, 12702, 5428, 2361, 9152, 13327, 10338, 2015, 1047, 11329, 24471, 13290, 22136, 16656, 19875, 2243, 2154, 102]",1
124,"[101, 10047, 4147, 2317, 6471, 2298, 2066, 6904, 13871, 4140, 102]",1
125,"[101, 2058, 15222, 8950, 11382, 2140, 102]",4
126,"[101, 2842, 5987, 24815, 2072, 9452, 4175, 3089, 102]",4
127,"[101, 2643, 19994, 2508, 4656, 4097, 5128, 9152, 13327, 19875, 2243, 3828, 2317, 3057, 9680, 2923, 10338, 23848, 2050, 102]",0
128,"[101, 2028, 2048, 2477, 6230, 2611, 15504, 28616, 24759, 26217, 3255, 2611, 9577, 2135, 9981, 28584, 2241, 7366, 3014, 10667, 3241, 2006, 102]",4
129,"[101, 8239, 17359, 25643, 4632, 7743, 4632, 27136, 2100, 4632, 7743, 4632, 9152, 13327, 6658, 9152, 13327, 3836, 6904, 13871, 4140, 3521, 4485, 11891, 5980, 102]",0
130,"[101, 2643, 2081, 9152, 13327, 2015, 2081, 2305, 2081, 9241, 9471, 6773, 1059, 16584, 102]",0
131,"[101, 19840, 5730, 2098, 14161, 12722, 2571, 11920, 2677, 5505, 11868, 3238, 1999, 13578, 2094, 2417, 18278, 2067, 25046, 16655, 8566, 12921, 2940, 24457, 2100, 17221, 3951, 2112, 2072, 102]",4
132,"[101, 2028, 27118, 17560, 2128, 7559, 5732, 6904, 13871, 4140, 2738, 18499, 9438, 3114, 1057, 16371, 27718, 2100, 2502, 5637, 102]",1
133,"[101, 5152, 11560, 2158, 2885, 2317, 17660, 2450, 4283, 2393, 2295, 3742, 102]",4
134,"[101, 2307, 4802, 102]",4
135,"[101, 9889, 9587, 25016, 2213, 4957, 9452, 2215, 2644, 2317, 3017, 2132, 2110, 2178, 2406, 5873, 2647, 2406, 2388, 2141, 102]",4
136,"[101, 2279, 11382, 2243, 102]",0
137,"[101, 14163, 13793, 2229, 2304, 5231, 2467, 2445, 3413, 3952, 7126, 4603, 5231, 4333, 2576, 3314, 3571, 3974, 1039, 3570, 102]",0
138,"[101, 2812, 4603, 3002, 8923, 11531, 2435, 16154, 2454, 4916, 2015, 2178, 5413, 2243, 8177, 102]",4
139,"[101, 8494, 7377, 8024, 2304, 18612, 102]",0
140,"[101, 4428, 2283, 12616, 3827, 6643, 26010, 21850, 6632, 12616, 13189, 3348, 15584, 2454, 2317, 4268, 15504, 22190, 2072, 7486, 4428, 7206, 3139, 4428, 10784, 12616, 7610, 102]",0
141,"[101, 3789, 14052, 5424, 9152, 13327, 8040, 2819, 9680, 2075, 2308, 4288, 2111, 9846, 2885, 2036, 2421, 17328, 2015, 2490, 6215, 2111, 14947, 10759, 2015, 2317, 23776, 102]",0
142,"[101, 9587, 25016, 2213, 9452, 19717, 2886, 2308, 2886, 2273, 2272, 2393, 2066, 2034, 7738, 3426, 8664, 3905, 7738, 3426, 8664, 2966, 6869, 2545, 2006, 4135, 11045, 2869, 2994, 3647, 2467, 2393, 4287, 9530, 2278, 102]",0
143,"[101, 2092, 2250, 2486, 2245, 22212, 22088, 5677, 7743, 8038, 2175, 10740, 2066, 4632, 14854, 102]",1
144,"[101, 2905, 2016, 5092, 2239, 2767, 9606, 4593, 5306, 9081, 4241, 2094, 102]",0
145,"[101, 22861, 2072, 2203, 4418, 4808, 6980, 2296, 2274, 2086, 7987, 102]",4
146,"[101, 8038, 9152, 23033, 2412, 2360, 7743, 10930, 2767, 2488, 19337, 2666, 2615, 102]",4
147,"[101, 2691, 2304, 2098, 2131, 7861, 2152, 102]",4
148,"[101, 21582, 23763, 2228, 16709, 2015, 21582, 23763, 3102, 2833, 3120, 24665, 12083, 102]",4
149,"[101, 2291, 10646, 2128, 7559, 5104, 4937, 20902, 8870, 2583, 2191, 15174, 4654, 24759, 7716, 102]",4
150,"[101, 9152, 23033, 2015, 22530, 102]",4
151,"[101, 15504, 8351, 1055, 24045, 5422, 10369, 102]",1
152,"[101, 5458, 5971, 2637, 2086, 2214, 2514, 2066, 7743, 2095, 102]",4
153,"[101, 2619, 2165, 8239, 22212, 9231, 2183, 11382, 2140, 102]",1
154,"[101, 8840, 2140, 2131, 7170, 11382, 2243, 102]",0
155,"[101, 20228, 2015, 2655, 2522, 2239, 25488, 1038, 13687, 2015, 2542, 20911, 15912, 17603, 28231, 2389, 21657, 2482, 15671, 2015, 13581, 2224, 2296, 3927, 15886, 16592, 2135, 4685, 102]",0
156,"[101, 16985, 7413, 8239, 3364, 102]",4
157,"[101, 5611, 2231, 3308, 2130, 14891, 5287, 5658, 19092, 21463, 3424, 5424, 14398, 2130, 13433, 2278, 2071, 27329, 2317, 22006, 2145, 9416, 2317, 10514, 28139, 22911, 5130, 2116, 2512, 2317, 3763, 2595, 5181, 14560, 4385, 27329, 2317, 10514, 28139, 22911, 2072, 102]",4
158,"[101, 21175, 2317, 10189, 3211, 102]",0
159,"[101, 2066, 8740, 2705, 10085, 8609, 2964, 2822, 6904, 22987, 3215, 2052, 2066, 10029, 4485, 102]",4
160,"[101, 15504, 5181, 18897, 4830, 2615, 102]",4
161,"[101, 3214, 21632, 4590, 1059, 16584, 5886, 8840, 2140, 102]",4
162,"[101, 11082, 2156, 2128, 2102, 28394, 3064, 2170, 6881, 2080, 24471, 4415, 2831, 2378, 4983, 1057, 2217, 1056, 28394, 7629, 2066, 6904, 13871, 4140, 2006, 102]",4
163,"[101, 2562, 4531, 7743, 2229, 9761, 5582, 2066, 4098, 102]",4
164,"[101, 4698, 3772, 2066, 2304, 102]",4
165,"[101, 2339, 2618, 2273, 27090, 6942, 6211, 2308, 19330, 10147, 13871, 2135, 9573, 2072, 102]",4
166,"[101, 13758, 2015, 2152, 2082, 20118, 2015, 10587, 3288, 4485, 3715, 5679, 4632, 2210, 2611, 102]",4
167,"[101, 7743, 2229, 2613, 2166, 6881, 2080, 102]",4
168,"[101, 3404, 19902, 7743, 102]",4
169,"[101, 2436, 13141, 25141, 24007, 2363, 2561, 9989, 4424, 6905, 4424, 16011, 2231, 6787, 12345, 4128, 3615, 3425, 29466, 102]",4
170,"[101, 3531, 9792, 3043, 2796, 5152, 2052, 6908, 5152, 8711, 2052, 3491, 2341, 7486, 3032, 2175, 18221, 2028, 2634, 2156, 6123, 102]",4
171,"[101, 5413, 2243, 26308, 4570, 16183, 23093, 4063, 12842, 8548, 102]",0
172,"[101, 5962, 2157, 2158, 20587, 2015, 22822, 5644, 2940, 24457, 2100, 2376, 7237, 19128, 7632, 12680, 3021, 9848, 2052, 23246, 2092, 2204, 2935, 102]",4
173,"[101, 3582, 11689, 2116, 2111, 2113, 4489, 6206, 11560, 13141, 11386, 29444, 4385, 102]",4
174,"[101, 4489, 6206, 5152, 13141, 20996, 12053, 16303, 5152, 3531, 2831, 12411, 2015, 102]",4
175,"[101, 2342, 18044, 4521, 15212, 8239, 9152, 13871, 102]",0
176,"[101, 2196, 2120, 2739, 2466, 4088, 5245, 4125, 5223, 8398, 8798, 7984, 4682, 2865, 1038, 14973, 3012, 10823, 13892, 2594, 2828, 2358, 10050, 102]",4
177,"[101, 2450, 5053, 2253, 2450, 16021, 23091, 3931, 2626, 19424, 7928, 3053, 2296, 27263, 2450, 6866, 3038, 2317, 11463, 7088, 2078, 1041, 2860, 9200, 3791, 2365, 4953, 3336, 3038, 2882, 4268, 9117, 11669, 4385, 102]",4
178,"[101, 2036, 21209, 24405, 4590, 4455, 2317, 11743, 3828, 3268, 2512, 2317, 2336, 3088, 2634, 14925, 2102, 2679, 17328, 5025, 1044, 102]",1
179,"[101, 3904, 7570, 2229, 2215, 2131, 5808, 14177, 15876, 4103, 102]",1
180,"[101, 9826, 2158, 4364, 9152, 13327, 6904, 13871, 4140, 102]",0
181,"[101, 2214, 12043, 2441, 7842, 9521, 2341, 3592, 3823, 2939, 2185, 2485, 2341, 6904, 13871, 4140, 102]",1
182,"[101, 2045, 2015, 2757, 4223, 6616, 9152, 23033, 2050, 102]",4
183,"[101, 2252, 5277, 27793, 6167, 4842, 10567, 6167, 4842, 7570, 102]",4
184,"[101, 6886, 7570, 102]",4
185,"[101, 6289, 4485, 9471, 2016, 5092, 2239, 10312, 2801, 2317, 2711, 2081, 2643, 2304, 2450, 3294, 21570, 12991, 13874, 2272, 2505, 8954, 2296, 2705, 102]",0
186,"[101, 2191, 2773, 9152, 13327, 2307, 2191, 5762, 22889, 9236, 2307, 3611, 2409, 2149, 2793, 7292, 3441, 1059, 2919, 4364, 10147, 2361, 14855, 2361, 10147, 3654, 5092, 2080, 3557, 3566, 2446, 7133, 1059, 2446, 9669, 2467, 2170, 10823, 2601, 3111, 5181, 3644, 11004, 15608, 7473, 18444, 2112, 4167, 28556, 102]",0
187,"[101, 22190, 2483, 5440, 5929, 4435, 24815, 8524, 102]",1
188,"[101, 4737, 2866, 2499, 2524, 3685, 8984, 2729, 23393, 2063, 9883, 2202, 2160, 2821, 2298, 2414, 2178, 14163, 13793, 2063, 2155, 3835, 4257, 2204, 16060, 3632, 5213, 102]",0
189,"[101, 3036, 2473, 2142, 3741, 5336, 2923, 4204, 2467, 16316, 2407, 6139, 5152, 4915, 7197, 27178, 2232, 102]",4
190,"[101, 8994, 3124, 2121, 2915, 2158, 2173, 7743, 2288, 10849, 3425, 2119, 3286, 3744, 102]",1
191,"[101, 11265, 17603, 4757, 12873, 6616, 13594, 2102, 3382, 4824, 2505, 3458, 2946, 5980, 102]",0
192,"[101, 2296, 13362, 4497, 22889, 4904, 2028, 9152, 23033, 3632, 13362, 2131, 2606, 12690, 3168, 13362, 9721, 22889, 4904, 102]",4
193,"[101, 2409, 23755, 7743, 2131, 2157, 2131, 2187, 102]",1
194,"[101, 6616, 11382, 3489, 12731, 3372, 2360, 2518, 2204, 13423, 10338, 3759, 2831, 102]",0
195,"[101, 2673, 9040, 3226, 11704, 21090, 3193, 2907, 3246, 2131, 9680, 102]",4
196,"[101, 2111, 4485, 11484, 3032, 4012, 102]",0
197,"[101, 3032, 7487, 4725, 9859, 8398, 2348, 4797, 2827, 7610, 2052, 16312, 8840, 8988, 2063, 12538, 2317, 4632, 2113, 2908, 2574, 2438, 2302, 2393, 102]",4
198,"[101, 11581, 2063, 2156, 8398, 7493, 12388, 29163, 21701, 8602, 2210, 11382, 3489, 4979, 2919, 2801, 102]",0
199,"[101, 3331, 2522, 7309, 2334, 2202, 9497, 7340, 2612, 3038, 23848, 3995, 3215, 2056, 6904, 13871, 12868, 3201, 2175, 3102, 2821, 2643, 5506, 4305, 102]",4
200,"[101, 9040, 3226, 3226, 5305, 7406, 6854, 2512, 3020, 11139, 3305, 2317, 3767, 2196, 2227, 2151, 2705, 102]",4
201,"[101, 2111, 2893, 9421, 4763, 14163, 2480, 8609, 8754, 18079, 4012, 24759, 102]",0
