,input_ids,intent
68,"[101, 3520, 4823, 2134, 2102, 2425, 2644, 4823, 15583, 23653, 3109, 3331, 2919, 2438, 3331, 2028, 2160, 22967, 2102, 2562, 3331, 4687, 6904, 102]",0
69,"[101, 2228, 2071, 2170, 2735, 16531, 3331, 3903, 8239, 2677, 17518, 5846, 2936, 9480, 24471, 2140, 102]",0
70,"[101, 6616, 19658, 2113, 2464, 7743, 14308, 4842, 1048, 2863, 2080, 102]",0
71,"[101, 2210, 2124, 2755, 21451, 3286, 8255, 20325, 2015, 18503, 2094, 3837, 2028, 2154, 7915, 4632, 3045, 6744, 26981, 15166, 2015, 2157, 1042, 102]",5
72,"[101, 7743, 3844, 2311, 2969, 19593, 102]",0
73,"[101, 9733, 7743, 3424, 7011, 102]",0
74,"[101, 4682, 5121, 6886, 3282, 2491, 23713, 17842, 3332, 6206, 2920, 7570, 10820, 2075, 3773, 4485, 4994, 29536, 2594, 102]",5
75,"[101, 6069, 7743, 4339, 2006, 102]",0
76,"[101, 3418, 7570, 28397, 2481, 2102, 10338, 10338, 3554, 6719, 6206, 7571, 1042, 22578, 14945, 2232, 3501, 102]",5
77,"[101, 3418, 7570, 28397, 2481, 2102, 10338, 10338, 3554, 6719, 6206, 7571, 1042, 22578, 14945, 2232, 3501, 102]",5
78,"[101, 8239, 3972, 14499, 102]",0
79,"[101, 7619, 5980, 102]",0
80,"[101, 13350, 2552, 7603, 4824, 2375, 2175, 2105, 28525, 2296, 5993, 3294, 21746, 11581, 6343, 3373, 2308, 2086, 2292, 2903, 2308, 2821, 11224, 1048, 102]",0
81,"[101, 8840, 2140, 2801, 13157, 6102, 3143, 13720, 10616, 4507, 2568, 11221, 3424, 7011, 4485, 4214, 2942, 2162, 6985, 8864, 18179, 2641, 5367, 14870, 17012, 7382, 102]",5
82,"[101, 4485, 2157, 2036, 3662, 3907, 2814, 3243, 13012, 13871, 102]",0
83,"[101, 2821, 3020, 12163, 6965, 28526, 11404, 11240, 2015, 3424, 7011, 4750, 26635, 4485, 2292, 5365, 5630, 2514, 102]",5
84,"[101, 3282, 2491, 4569, 6231, 5236, 2775, 4624, 2183, 2689, 7243, 2553, 5236, 2507, 13780, 2489, 4613, 2916, 2028, 2231, 6616, 102]",5
85,"[101, 6616, 1057, 102]",0
86,"[101, 9152, 23033, 2480, 9343, 22418, 7743, 2229, 2667, 4965, 8840, 2615, 102]",0
87,"[101, 9152, 23033, 2480, 9343, 22418, 7743, 2229, 2667, 4965, 8840, 2615, 102]",0
88,"[101, 9015, 18656, 2464, 2438, 4485, 2197, 3157, 1048, 102]",5
89,"[101, 2903, 2450, 2711, 2052, 6951, 4485, 2265, 3325, 2995, 3233, 14657, 10941, 1038, 25002, 2100, 4811, 102]",0
90,"[101, 17012, 2213, 18138, 4664, 2313, 2941, 3569, 2374, 7135, 3616, 2165, 4451, 11529, 5213, 102]",0
91,"[101, 8239, 2293, 2995, 2941, 4127, 5841, 4553, 102]",5
92,"[101, 2412, 2644, 13451, 19340, 3968, 7847, 20952, 8261, 19340, 2821, 4485, 10245, 7507, 2102, 7540, 5587, 102]",5
93,"[101, 7743, 17949, 5971, 9568, 1048, 2863, 9541, 2080, 102]",0
94,"[101, 2387, 4485, 2651, 2081, 2215, 16954, 3198, 2071, 2358, 8516, 2923, 2220, 9748, 2571, 19688, 2015, 14203, 16611, 2066, 3625, 2616, 24471, 2140, 102]",5
95,"[101, 1061, 2100, 2100, 2100, 6616, 7743, 2787, 2908, 9561, 9397, 2361, 102]",0
96,"[101, 1061, 2100, 2100, 2100, 6616, 7743, 2787, 2908, 9561, 9397, 2361, 102]",0
97,"[101, 4365, 3062, 6778, 2210, 2518, 2170, 2000, 2015, 2172, 2066, 3924, 2609, 24471, 2140, 24471, 2140, 102]",5
98,"[101, 2746, 3124, 15508, 13137, 2015, 9344, 3478, 28543, 6043, 4282, 2190, 8840, 2140, 102]",0
99,"[101, 8239, 6517, 102]",5
100,"[101, 5025, 6616, 5665, 3189, 6616, 102]",0
101,"[101, 17271, 4485, 4312, 2015, 8840, 2140, 102]",5
102,"[101, 2358, 2088, 2406, 14636, 2066, 14636, 3471, 2066, 6616, 3282, 3068, 6616, 16510, 6182, 3215, 12067, 10723, 21082, 3282, 2491, 24471, 2140, 102]",0
103,"[101, 2358, 2088, 2406, 14636, 2066, 14636, 3471, 2066, 6616, 3282, 3068, 6616, 16510, 6182, 3215, 12067, 10723, 21082, 3282, 2491, 24471, 2140, 102]",0
104,"[101, 2358, 2088, 2406, 14636, 2066, 14636, 3471, 2066, 6616, 3282, 3068, 6616, 16510, 6182, 3215, 12067, 10723, 21082, 3282, 2491, 24471, 2140, 102]",0
105,"[101, 2358, 2088, 2406, 14636, 2066, 14636, 3471, 2066, 6616, 3282, 3068, 6616, 16510, 6182, 3215, 12067, 10723, 21082, 3282, 2491, 24471, 2140, 102]",0
106,"[101, 18368, 2439, 4551, 10556, 13699, 11795, 6799, 2315, 2227, 14636, 102]",0
107,"[101, 8224, 2175, 2002, 2140, 102]",0
108,"[101, 2215, 3610, 4632, 102]",5
109,"[101, 3658, 11256, 3659, 13350, 2124, 5418, 2002, 2140, 102]",0
110,"[101, 3473, 5962, 1047, 4485, 7807, 2540, 10973, 102]",5
111,"[101, 24471, 2132, 10094, 2502, 4485, 102]",0
112,"[101, 7499, 8398, 4633, 7897, 5839, 5109, 10975, 4632, 5171, 7672, 102]",0
113,"[101, 9152, 23033, 1055, 3490, 28265, 2794, 17688, 2327, 1055, 3490, 10649, 102]",0
114,"[101, 10041, 6616, 2131, 21877, 7361, 2140, 102]",0
115,"[101, 2707, 1056, 28394, 3436, 22418, 4632, 4485, 102]",0
116,"[101, 2707, 1056, 28394, 3436, 22418, 4632, 4485, 102]",0
117,"[101, 2707, 1056, 28394, 3436, 22418, 4632, 4485, 102]",0
118,"[101, 5410, 2428, 3786, 4632, 102]",5
119,"[101, 4743, 4632, 24471, 2140, 102]",0
120,"[101, 2052, 2171, 6077, 8843, 8239, 18856, 2226, 102]",5
121,"[101, 4151, 4485, 2111, 2360, 8506, 5470, 3531, 2202, 2757, 2565, 4873, 2842, 2562, 18315, 2099, 2105, 3422, 12944, 102]",5
122,"[101, 2158, 2425, 2303, 4175, 4188, 2450, 6616, 102]",5
123,"[101, 12873, 12054, 2428, 3241, 3109, 6875, 2197, 2095, 102]",0
124,"[101, 12873, 12054, 2428, 3241, 3109, 6875, 2197, 2095, 102]",5
125,"[101, 10166, 2428, 2228, 2573, 2183, 2425, 2564, 2183, 3109, 8840, 2140, 102]",5
126,"[101, 2204, 7743, 7415, 4771, 4689, 2518, 3038, 7861, 5610, 2160, 2109, 5507, 10126, 102]",5
127,"[101, 7743, 6866, 1047, 2094, 5705, 5705, 5705, 3246, 2131, 2488, 2574, 102]",5
128,"[101, 8840, 2140, 6376, 4485, 2130, 9038, 3666, 8117, 4904, 102]",5
129,"[101, 2113, 2196, 2464, 3422, 26542, 2399, 3138, 4485, 2047, 2504, 102]",5
130,"[101, 24761, 18193, 2015, 4451, 5292, 6371, 4632, 11844, 7357, 5006, 18193, 5437, 4485, 1059, 21030, 7974, 24471, 2140, 102]",5
131,"[101, 24761, 18193, 2015, 4451, 5292, 6371, 4632, 11844, 7357, 5006, 18193, 5437, 4485, 1059, 21030, 7974, 24471, 2140, 102]",5
132,"[101, 2542, 8367, 3892, 8239, 2305, 7849, 102]",5
133,"[101, 2081, 2564, 2202, 8288, 4974, 6331, 4119, 2048, 4268, 5525, 27885, 3630, 25171, 7077, 4485, 3475, 2102, 6887, 3022, 102]",5
134,"[101, 2136, 2130, 2113, 4632, 102]",0
135,"[101, 2034, 2051, 5228, 19776, 3512, 7729, 2646, 2270, 2041, 26775, 2100, 4494, 2111, 5387, 3789, 4632, 2436, 2086, 2228, 15174, 102]",5
136,"[101, 2821, 6616, 1056, 4328, 3035, 2477, 7711, 4512, 28797, 2643, 2393, 7615, 14243, 6567, 8415, 2643, 102]",5
137,"[101, 2196, 9152, 23033, 102]",5
138,"[101, 8840, 2140, 8398, 2986, 2111, 3903, 3424, 7011, 17957, 13157, 2215, 11696, 13157, 2821, 1059, 3270, 9541, 11057, 11057, 2050, 4689, 27178, 11631, 13157, 6719, 21054, 12455, 2667, 5968, 4485, 17111, 9541, 3398, 15544, 102]",5
139,"[101, 3325, 3291, 2066, 2228, 6114, 3424, 2566, 13542, 27405, 8444, 4487, 21748, 2094, 102]",5
140,"[101, 6616, 7245, 2354, 10047, 11228, 102]",0
141,"[101, 16780, 4252, 2507, 4485, 13350, 6187, 2228, 102]",0
142,"[101, 8275, 2120, 5057, 2580, 11992, 22064, 2080, 14636, 102]",0
143,"[101, 2028, 2330, 2228, 3564, 3403, 2131, 2718, 8840, 2140, 4060, 2170, 2067, 7648, 2056, 2028, 8393, 2743, 3308, 2799, 2799, 2342, 4060, 4717, 2330, 9413, 2015, 2342, 2131, 2132, 102]",0
144,"[101, 2387, 2123, 2102, 2228, 2008, 2015, 11660, 3504, 2066, 6616, 2378, 4827, 8313, 5164, 4485, 8909, 2243, 2453, 4632, 3504, 3599, 2066, 5292, 102]",5
145,"[101, 2387, 2123, 2102, 2228, 2008, 2015, 11660, 3504, 2066, 6616, 2378, 4827, 8313, 5164, 4485, 8909, 2243, 2453, 4632, 3504, 3599, 2066, 5292, 102]",5
146,"[101, 2387, 2123, 2102, 2228, 2008, 2015, 11660, 3504, 2066, 6616, 2378, 4827, 8313, 5164, 4485, 8909, 2243, 2453, 4632, 3504, 3599, 2066, 5292, 102]",5
147,"[101, 6159, 2360, 2667, 7867, 4485, 10657, 11519, 2560, 102]",5
148,"[101, 5161, 1056, 24281, 3177, 10231, 3191, 27885, 5737, 102]",0
149,"[101, 2178, 10474, 4632, 14854, 102]",0
150,"[101, 2178, 8239, 6278, 6394, 6316, 2135, 3424, 7011, 10324, 3415, 14013, 24471, 2140, 102]",0
151,"[101, 3342, 2172, 2437, 4569, 11992, 3241, 26101, 5637, 2111, 6314, 5637, 13683, 3791, 2404, 4516, 4252, 2111, 26101, 5506, 102]",5
152,"[101, 3342, 2172, 2437, 4569, 11992, 3241, 26101, 5637, 2111, 6314, 5637, 13683, 3791, 2404, 4516, 4252, 2111, 26101, 5506, 102]",5
153,"[101, 5506, 4647, 2980, 6616, 102]",5
154,"[101, 2196, 6471, 5091, 6886, 2111, 9522, 18521, 4451, 4632, 24471, 2140, 102]",0
155,"[101, 2071, 3610, 4632, 3143, 29591, 5205, 24471, 2140, 102]",0
156,"[101, 4632, 14854, 102]",0
157,"[101, 2172, 4632, 27793, 102]",5
158,"[101, 2092, 1045, 17311, 4658, 2611, 2066, 4485, 20095, 6015, 2210, 4485, 3769, 102]",5
159,"[101, 2092, 1045, 17311, 4658, 2611, 2066, 4485, 20095, 6015, 2210, 4485, 3769, 102]",5
160,"[101, 2214, 4632, 24471, 2140, 102]",5
161,"[101, 2748, 4485, 2693, 3612, 2562, 13301, 2149, 102]",5
162,"[101, 2130, 4929, 4485, 4965, 2693, 2185, 102]",0
163,"[101, 2425, 2149, 2630, 21411, 4282, 4845, 5717, 3325, 4296, 2098, 4485, 26774, 2393, 5025, 9915, 8645, 11085, 2361, 102]",0
164,"[101, 6616, 2115, 2063, 9882, 10047, 2941, 17540, 102]",5
165,"[101, 2977, 4485, 24471, 2140, 102]",0
166,"[101, 22079, 2050, 8239, 3280, 2821, 2643, 102]",5
167,"[101, 4485, 2175, 2078, 2562, 13675, 12322, 8840, 2140, 6616, 102]",5
168,"[101, 4485, 2175, 2078, 2562, 13675, 12322, 8840, 2140, 6616, 102]",5
169,"[101, 2111, 3190, 3109, 3282, 2491, 2573, 2237, 102]",5
170,"[101, 2116, 2482, 3645, 15132, 2651, 4147, 22418, 6045, 3424, 2137, 3424, 7011, 6616, 7559, 5104, 17203, 5949, 2166, 14308, 10428, 3482, 24471, 2140, 102]",0
171,"[101, 4485, 6881, 8840, 2140, 102]",5
172,"[101, 6450, 4632, 2002, 2140, 102]",5
173,"[101, 6450, 4632, 2002, 2140, 102]",5
174,"[101, 9841, 17175, 5596, 4224, 5703, 20754, 2152, 7926, 28543, 17276, 24672, 11432, 2668, 10258, 2072, 102]",0
175,"[101, 2569, 2785, 10229, 6149, 11379, 4826, 21461, 2015, 5372, 4485, 102]",5
176,"[101, 6616, 12054, 102]",0
177,"[101, 4481, 2079, 19140, 2052, 102]",0
178,"[101, 6819, 6894, 14116, 6719, 3178, 2743, 2102, 15344, 28755, 2308, 2644, 17949, 2228, 2995, 3308, 2092, 2288, 2739, 8937, 2965, 4485, 3775, 102]",0
179,"[101, 2145, 2064, 4890, 2131, 9413, 2070, 10841, 3372, 23848, 2050, 4129, 2149, 2175, 26191, 2522, 2015, 2413, 3337, 11867, 17471, 3070, 12455, 8974, 23713, 14884, 4332, 2461, 1050, 15701, 6616, 2489, 24654, 2102, 102]",5
180,"[101, 4364, 10047, 6719, 3059, 2113, 4485, 1059, 24475, 102]",0
181,"[101, 5410, 4485, 2442, 2428, 3255, 102]",5
182,"[101, 4485, 2066, 3582, 5517, 3937, 8866, 6135, 27345, 2075, 5025, 2391, 5517, 2755, 6887, 10698, 102]",0
183,"[101, 2175, 5095, 4596, 3296, 2485, 4770, 2161, 2502, 4632, 2461, 5286, 4121, 2598, 4770, 2113, 2746, 13638, 2568, 8840, 2140, 4569, 102]",5
184,"[101, 2175, 5095, 4596, 3296, 2485, 4770, 2161, 2502, 4632, 2461, 5286, 4121, 2598, 4770, 2113, 2746, 13638, 2568, 8840, 2140, 4569, 3490, 102]",5
185,"[101, 7910, 23644, 6517, 3286, 3806, 6924, 4485, 13970, 17811, 11867, 102]",0
186,"[101, 2196, 2292, 6616, 102]",0
187,"[101, 5791, 7144, 4485, 102]",5
188,"[101, 3443, 2878, 8275, 3931, 2831, 4485, 24761, 2428, 28616, 2121, 102]",5
189,"[101, 11992, 2729, 7072, 10740, 2170, 16939, 2916, 26604, 3087, 2842, 2507, 4485, 6517, 102]",0
190,"[101, 4151, 6616, 3374, 2619, 14424, 3404, 5622, 2243, 102]",5
191,"[101, 2126, 8037, 25400, 11992, 10643, 8037, 3233, 2308, 12581, 17536, 3537, 8801, 1044, 22571, 10085, 17625, 23713, 2342, 3844, 2002, 2140, 102]",5
192,"[101, 5621, 12873, 4485, 102]",0
193,"[101, 9303, 2050, 2360, 6616, 2131, 15594, 2100, 4632, 28233, 4848, 102]",5
194,"[101, 9303, 2050, 2360, 6616, 2131, 15594, 2100, 4632, 28233, 4848, 102]",5
195,"[101, 11865, 2243, 6638, 10338, 11891, 102]",0
196,"[101, 4639, 2075, 4209, 21746, 3013, 2925, 2933, 102]",0
197,"[101, 9765, 6977, 8239, 11477, 28574, 102]",5
198,"[101, 2445, 5724, 2994, 2188, 9991, 2769, 2467, 2425, 2111, 4495, 2445, 2202, 4485, 2002, 2140, 102]",5
199,"[101, 2445, 5724, 2994, 2188, 9991, 2769, 2467, 2425, 2111, 4495, 2445, 2202, 4485, 2002, 2140, 102]",5
200,"[101, 2672, 23197, 6012, 2450, 4593, 5938, 3232, 3634, 6363, 3084, 3786, 2378, 18138, 2070, 2239, 102]",5
201,"[101, 2245, 1055, 20554, 2197, 3124, 4147, 8239, 14068, 2666, 2568, 4328, 2140, 102]",0
202,"[101, 2672, 8239, 7501, 2028, 4282, 2785, 2188, 2166, 15003, 2775, 2961, 2071, 8971, 2488, 3374, 3791, 21554, 102]",5
203,"[101, 13350, 2444, 3313, 4781, 2298, 9018, 24992, 19880, 11180, 16374, 17219, 2130, 2550, 3350, 2204, 15589, 3021, 7672, 8239, 16021, 2319, 102]",0
204,"[101, 13350, 2444, 3313, 4781, 2298, 9018, 24992, 19880, 11180, 16374, 17219, 2130, 2550, 3350, 2204, 15589, 3021, 7672, 8239, 16021, 2319, 102]",0
205,"[101, 3538, 4485, 3374, 14969, 2791, 2183, 2360, 2228, 3251, 14969, 2135, 21766, 2094, 102]",0
206,"[101, 2051, 2428, 3225, 5223, 2773, 2051, 2088, 2330, 2677, 2428, 3844, 2051, 2438, 2187, 13350, 7087, 4485, 2051, 2553, 2941, 5199, 102]",0
207,"[101, 4388, 7480, 2341, 3216, 6411, 6616, 3398, 102]",5
208,"[101, 1044, 22571, 2075, 2066, 9152, 23033, 2067, 10047, 2050, 5466, 2878, 2767, 2185, 102]",5
209,"[101, 4364, 5667, 2812, 3071, 2157, 2204, 2111, 2066, 8572, 4485, 2066, 7714, 2215, 4485, 2644, 2231, 4593, 8239, 5236, 3282, 2522, 102]",5
210,"[101, 4364, 5667, 2812, 3071, 2157, 2204, 2111, 2066, 8572, 4485, 2066, 7714, 2215, 4485, 2644, 2231, 4593, 8239, 5236, 3282, 2522, 102]",5
211,"[101, 4364, 5667, 2812, 3071, 2157, 2204, 2111, 2066, 8572, 4485, 2066, 7714, 2215, 4485, 2644, 2231, 4593, 8239, 5236, 3282, 2522, 102]",0
212,"[101, 5292, 3270, 2995, 2067, 2434, 2391, 8239, 3298, 2673, 2052, 10346, 102]",5
213,"[101, 4151, 4485, 13866, 102]",5
214,"[101, 23713, 4446, 4666, 10209, 4632, 12476, 2562, 102]",5
215,"[101, 2360, 2152, 3643, 2273, 2066, 2613, 2518, 6526, 23713, 2081, 4682, 2409, 15886, 2755, 2388, 2196, 3866, 23713, 19085, 12702, 9363, 2361, 102]",0
216,"[101, 2111, 7078, 9577, 13350, 7866, 2317, 2273, 2086, 2893, 4788, 4130, 6183, 3443, 2178, 2942, 2162, 7233, 4365, 5236, 7367, 102]",0
217,"[101, 2002, 2015, 2469, 3109, 2028, 2593, 17328, 5622, 5677, 102]",5
218,"[101, 12873, 4355, 4485, 3191, 2144, 22889, 4765, 2851, 3752, 8398, 1056, 28394, 2102, 102]",5
219,"[101, 16215, 2860, 6616, 102]",5
220,"[101, 2507, 8239, 3338, 13350, 13228, 6270, 19006, 10722, 4103, 2343, 4152, 27167, 2135, 4334, 2098, 3038, 6723, 22418, 5109, 9079, 19845, 4103, 4152, 3413, 3038, 6616, 4485, 102]",0
221,"[101, 2507, 8239, 3338, 13350, 13228, 6270, 19006, 10722, 4103, 2343, 4152, 27167, 2135, 4334, 2098, 3038, 6723, 22418, 5109, 9079, 19845, 4103, 4152, 3413, 3038, 6616, 4485, 102]",5
222,"[101, 2507, 8239, 3338, 13350, 13228, 6270, 19006, 10722, 4103, 2343, 4152, 27167, 2135, 4334, 2098, 3038, 6723, 22418, 5109, 9079, 19845, 4103, 4152, 3413, 3038, 6616, 4485, 102]",5
223,"[101, 2507, 8239, 3338, 13350, 13228, 6270, 19006, 10722, 4103, 2343, 4152, 27167, 2135, 4334, 2098, 3038, 6723, 22418, 5109, 9079, 19845, 4103, 4152, 3413, 3038, 6616, 4485, 102]",5
224,"[101, 5356, 2075, 2338, 2316, 4213, 7446, 7499, 2293, 5466, 2769, 14636, 102]",0
225,"[101, 6616, 24471, 2140, 102]",0
226,"[101, 4558, 2296, 3419, 5076, 6128, 12873, 4485, 6433, 4558, 11865, 2140, 102]",0
227,"[101, 6616, 102]",0
228,"[101, 8534, 2146, 2051, 3283, 2028, 3433, 2170, 4688, 10041, 6732, 2718, 6293, 7459, 3038, 5236, 4933, 2131, 13350, 2293, 3143, 2079, 19140, 16078, 102]",0
229,"[101, 2028, 2034, 2163, 2149, 4884, 2135, 3423, 4697, 5637, 3510, 5186, 6555, 3282, 2491, 6263, 11897, 3623, 2489, 2267, 2113, 2477, 4175, 16510, 6182, 3215, 2066, 2350, 2522, 102]",5
230,"[101, 7743, 10047, 6069, 2156, 2285, 2123, 2102, 7367, 102]",5
231,"[101, 3957, 4485, 102]",0
232,"[101, 4424, 6101, 5993, 3110, 2056, 8130, 6393, 3329, 3810, 6183, 10338, 2502, 11756, 11756, 6336, 23340, 3461, 102]",5
233,"[101, 2972, 3720, 3538, 11669, 18761, 2440, 12873, 11263, 3600, 10369, 102]",0
234,"[101, 3246, 3786, 4632, 26927, 2615, 102]",0
235,"[101, 2560, 2828, 6616, 102]",0
236,"[101, 6616, 102]",5
