,input_ids,intent
117,"[101, 2288, 2502, 3488, 4175, 3089, 102]",0
118,"[101, 4129, 2052, 24986, 2507, 2142, 2163, 2067, 3128, 4841, 2146, 2317, 2111, 2288, 2885, 2067, 102]",5
119,"[101, 2657, 3360, 3650, 2428, 6429, 2028, 2312, 2967, 5138, 3920, 21877, 7361, 2140, 102]",5
120,"[101, 5667, 6187, 1050, 3275, 2177, 7141, 15690, 10478, 24761, 3406, 102]",0
121,"[101, 7155, 3786, 2542, 2166, 7155, 2154, 102]",5
122,"[101, 2269, 2905, 9081, 2606, 2422, 2630, 1041, 2100, 102]",5
123,"[101, 2228, 2130, 5089, 2893, 7349, 10047, 2863, 16523, 102]",5
124,"[101, 2422, 2829, 2606, 2422, 2829, 2159, 2066, 6638, 2232, 102]",5
125,"[101, 2028, 4920, 4540, 4929, 3940, 3165, 6755, 4907, 9354, 27212, 2123, 2102, 2066, 12564, 2566, 102]",5
126,"[101, 2253, 2067, 2179, 4957, 2678, 2699, 3422, 2773, 2100, 9530, 6371, 2278, 102]",0
127,"[101, 2036, 3191, 2233, 13785, 2093, 4942, 22903, 2015, 1052, 2546, 12461, 13649, 10348, 19960, 21646, 21578, 2319, 2179, 2071, 13082, 2879, 10348, 2177, 2461, 2227, 2829, 2606, 2665, 2159, 4518, 2100, 3857, 102]",5
128,"[101, 2442, 2991, 10348, 19765, 2057, 2140, 102]",5
129,"[101, 8025, 2113, 2406, 3071, 10748, 2234, 16420, 102]",5
130,"[101, 3606, 12033, 5739, 6848, 2604, 102]",0
131,"[101, 2123, 2102, 2130, 2421, 6904, 2278, 102]",5
132,"[101, 20912, 2050, 26613, 6491, 2368, 102]",5
133,"[101, 2008, 2015, 3492, 2714, 102]",0
134,"[101, 2446, 2329, 6934, 2446, 2329, 22480, 102]",5
135,"[101, 2296, 2773, 3606, 102]",5
137,"[101, 2404, 2204, 2317, 3360, 102]",5
138,"[101, 2298, 4274, 7367, 102]",5
139,"[101, 2464, 2878, 2518, 3342, 2112, 2318, 2831, 2304, 3767, 3662, 9129, 2739, 15281, 3038, 8343, 2304, 3287, 4385, 3772, 2066, 6814, 2514, 3374, 7036, 2066, 2056, 2228, 2028, 2304, 2711, 4357, 102]",0
140,"[101, 2453, 2131, 25007, 7318, 2105, 7223, 102]",5
141,"[101, 2387, 2317, 2304, 3232, 2154, 3053, 2253, 19630, 2288, 4372, 29181, 102]",5
142,"[101, 6635, 102]",5
143,"[101, 2668, 6225, 2088, 2898, 2317, 5812, 2483, 102]",5
144,"[101, 3861, 11689, 2165, 2482, 102]",5
145,"[101, 4931, 2657, 2632, 4140, 2967, 8292, 13876, 8691, 29334, 102]",5
146,"[101, 3942, 2109, 2338, 5324, 5485, 3593, 102]",5
147,"[101, 2317, 3124, 9916, 4004, 3076, 2420, 21981, 102]",5
148,"[101, 1050, 4133, 2105, 7475, 2552, 2066, 17203, 3046, 25850, 102]",5
149,"[101, 2821, 5791, 5245, 11139, 4133, 11139, 2051, 1050, 2082, 3635, 2282, 2224, 2175, 102]",5
150,"[101, 2056, 6747, 2265, 2095, 9686, 9739, 4747, 2364, 5287, 21360, 13807, 2290, 102]",5
151,"[101, 2036, 2120, 4707, 2334, 2181, 10402, 12497, 6187, 102]",5
152,"[101, 3383, 3945, 4365, 3085, 9785, 2272, 3942, 102]",0
153,"[101, 1050, 2272, 2524, 7344, 3686, 2562, 2422, 18627, 7729, 2292, 2113, 2424, 4506, 12721, 102]",5
154,"[101, 3046, 13175, 9152, 5620, 8038, 2131, 6731, 5598, 11504, 2047, 1059, 2078, 2814, 8038, 3280, 2667, 8840, 2140, 20996, 14238, 2050, 2645, 13675, 2072, 102]",5
155,"[101, 3433, 12389, 6271, 11783, 2821, 3844, 3109, 26352, 9709, 4297, 25377, 12870, 3372, 20578, 102]",5
156,"[101, 2336, 2066, 4176, 6869, 6413, 5438, 2067, 102]",5
157,"[101, 12593, 2288, 2179, 5905, 19272, 13366, 6132, 102]",5
158,"[101, 2115, 2063, 8403, 9129, 2111, 4067, 5142, 2617, 22604, 5533, 102]",5
159,"[101, 3647, 102]",5
160,"[101, 2209, 2086, 2126, 3413, 2051, 2288, 11471, 3403, 1058, 2207, 3030, 2377, 102]",5
161,"[101, 2052, 6655, 3721, 10558, 3641, 2007, 12640, 3020, 3691, 2066, 2533, 10759, 10819, 3126, 102]",5
162,"[101, 2613, 4676, 7425, 6270, 2643, 2673, 2842, 2296, 2154, 102]",5
163,"[101, 2190, 6775, 3291, 3084, 6517, 2066, 6015, 2064, 2102, 2505, 2175, 4152, 5305, 2228, 2123, 2102, 2486, 2089, 2735, 2185, 2174, 2524, 4133, 4952, 2360, 2123, 2102, 2482, 102]",0
164,"[101, 2878, 3447, 12389, 21651, 16222, 25377, 29146, 2296, 4126, 5462, 20563, 2493, 4895, 26426, 7810, 3097, 2493, 29116, 2292, 102]",5
165,"[101, 18661, 2015, 2350, 2739, 2865, 3086, 2733, 102]",5
166,"[101, 2467, 2359, 8872, 2468, 2028, 2919, 3424, 3096, 4974, 10558, 18138, 2228, 8872, 2028, 2190, 1059, 2078, 5841, 2755, 9344, 2395, 102]",5
167,"[101, 6655, 2876, 2102, 2589, 10231, 2304, 2711, 2304, 2373, 2304, 10006, 12915, 2224, 2517, 2067, 5308, 102]",5
168,"[101, 13350, 2729, 18612, 102]",5
169,"[101, 6904, 2290, 16522, 3836, 2409, 26927, 6895, 12952, 2317, 2373, 13967, 14187, 2121, 13383, 6731, 2733, 102]",5
170,"[101, 6148, 4618, 2424, 102]",5
171,"[101, 3274, 2671, 3014, 2428, 18966, 2187, 102]",5
172,"[101, 1047, 2099, 102]",5
173,"[101, 2742, 3594, 6149, 2394, 2360, 4931, 3225, 2614, 2066, 2317, 2158, 102]",0
174,"[101, 2204, 2082, 2632, 4140, 12461, 6696, 2015, 10823, 2116, 4004, 102]",5
175,"[101, 4638, 9991, 102]",5
176,"[101, 5327, 2175, 2118, 2279, 2095, 6485, 2510, 5327, 2131, 5065, 2840, 2350, 2075, 10505, 2381, 18464, 4331, 24951, 2290, 102]",5
177,"[101, 2933, 5128, 2843, 16217, 2304, 2381, 3204, 3087, 2113, 3424, 2304, 2381, 3204, 4875, 102]",5
178,"[101, 5667, 3124, 10968, 2130, 2304, 102]",5
179,"[101, 6570, 7098, 2317, 4348, 2292, 2113, 3772, 2066, 24405, 4590, 9703, 7941, 2483, 102]",5
180,"[101, 2973, 16631, 19511, 2067, 2157, 3199, 102]",5
181,"[101, 10424, 8004, 6914, 5099, 2594, 14778, 102]",0
182,"[101, 7496, 15106, 12369, 2739, 2783, 3296, 2862, 2179, 2466, 3593, 12369, 2327, 6667, 19894, 2098, 17419, 4459, 2204, 2063, 2405, 9857, 2244, 12369, 2327, 12440, 7476, 2344, 2241, 8426, 8324, 4252, 2224, 3151, 8882, 102]",0
183,"[101, 9022, 4039, 2424, 6302, 102]",0
184,"[101, 2228, 26613, 2190, 2591, 2252, 2878, 16830, 2518, 12102, 2735, 2111, 3084, 2298, 13675, 16103, 102]",0
185,"[101, 6655, 12593, 4041, 19272, 3639, 2089, 2131, 102]",0
186,"[101, 4687, 3524, 3979, 6302, 102]",0
187,"[101, 2899, 2110, 2118, 1059, 6342, 102]",0
188,"[101, 1050, 2146, 2146, 2438, 5223, 20228, 6305, 102]",0
189,"[101, 4067, 2111, 5838, 2741, 7610, 102]",5
190,"[101, 4247, 7425, 4691, 12593, 2229, 24004, 2015, 10238, 2204, 11967, 9377, 102]",5
191,"[101, 2404, 4873, 5171, 3060, 9706, 102]",5
192,"[101, 3233, 4004, 2015, 2052, 2424, 2082, 3052, 4840, 2250, 102]",5
193,"[101, 2196, 2428, 2288, 2172, 4390, 4670, 2082, 2036, 2132, 2374, 2873, 2377, 2374, 4658, 7532, 102]",5
194,"[101, 2611, 2471, 2081, 2178, 2529, 8688, 6270, 2643, 102]",0
195,"[101, 2304, 18036, 6669, 7965, 2317, 2450, 2015, 3759, 3061, 2369, 3573, 3114, 2317, 2450, 102]",0
196,"[101, 18656, 2071, 1050, 2562, 4795, 5177, 2553, 2353, 2088, 102]",5
197,"[101, 26478, 8609, 5313, 102]",0
198,"[101, 2214, 25659, 6293, 20996, 21823, 2078, 102]",5
199,"[101, 20277, 4095, 2292, 23526, 12389, 8739, 8906, 2146, 2288, 2303, 13844, 102]",0
200,"[101, 24405, 15776, 3267, 2172, 5105, 8152, 3778, 24405, 15776, 2191, 4569, 20426, 5450, 22556, 2360, 2477, 2066, 1050, 2552, 2066, 2317, 2158, 2689, 2428, 6517, 14984, 1059, 16584, 102]",0
201,"[101, 2304, 3124, 17079, 2015, 3076, 25609, 3759, 2392, 4606, 2493, 4513, 18661, 2015, 4510, 5254, 5796, 2213, 102]",5
202,"[101, 2360, 11746, 8415, 2773, 2773, 3272, 2189, 2175, 7173, 24471, 2878, 5622, 2546, 102]",5
203,"[101, 19444, 21406, 24405, 4590, 2964, 6226, 7188, 2552, 1059, 16584, 102]",5
204,"[101, 4162, 6028, 2028, 2116, 6642, 2464, 6196, 3112, 102]",5
205,"[101, 9530, 10841, 2099, 6135, 5305, 2221, 1048, 102]",5
206,"[101, 3407, 2963, 5796, 21701, 5788, 11504, 2404, 2369, 2391, 102]",5
207,"[101, 2190, 2126, 2412, 2179, 7149, 24405, 15776, 7438, 17152, 102]",5
208,"[101, 7479, 1059, 7630, 3968, 2226, 10500, 2239, 2267, 10500, 2239, 6335, 102]",5
209,"[101, 2116, 3152, 2203, 26613, 5125, 2072, 102]",5
210,"[101, 2814, 19511, 9029, 2354, 2498, 1059, 2078, 2929, 1059, 2078, 2028, 2154, 6575, 4773, 2234, 2408, 2317, 8986, 2609, 4957, 4040, 12792, 2409, 2814, 3046, 3659, 2773, 102]",5
211,"[101, 2204, 2609, 3696, 2739, 20897, 102]",5
212,"[101, 4931, 2402, 15608, 4638, 4773, 2609, 4056, 3096, 4974, 2600, 20996, 2140, 102]",5
213,"[101, 10047, 8840, 2140, 102]",5
214,"[101, 3338, 2196, 2831, 102]",5
215,"[101, 3071, 2393, 2120, 4707, 2131, 1999, 6767, 2140, 2615, 102]",5
216,"[101, 10657, 2507, 3382, 2560, 2693, 6044, 2092, 2831, 8840, 2140, 2467, 2559, 1059, 2361, 2611, 102]",5
217,"[101, 7479, 2726, 20784, 20023, 3022, 3968, 2226, 2118, 5759, 12415, 3146, 2899, 3389, 2118, 14521, 12436, 102]",5
218,"[101, 5959, 27135, 2964, 7468, 3759, 3554, 3956, 2304, 4004, 2047, 2190, 2767, 102]",5
219,"[101, 2175, 4638, 2316, 3319, 2930, 2821, 2919, 4632, 4773, 28032, 102]",5
220,"[101, 10748, 2134, 2102, 3328, 2105, 13852, 102]",5
221,"[101, 2116, 12461, 2052, 2468, 2112, 2929, 2113, 2025, 2232, 102]",5
222,"[101, 3522, 13486, 23821, 2075, 3049, 8768, 2098, 5169, 2317, 5762, 2923, 27306, 13056, 19377, 2296, 5169, 3780, 2116, 2694, 3703, 2028, 11360, 24759, 102]",5
223,"[101, 2152, 1053, 2145, 2814, 2812, 9932, 1050, 3460, 2505, 2145, 2288, 11519, 1053, 2066, 2431, 2095, 2814, 3272, 3097, 102]",5
224,"[101, 3398, 2387, 13076, 24405, 4590, 2109, 2377, 3580, 2103, 3825, 3086, 2387, 4658, 2179, 102]",5
225,"[101, 7479, 15488, 27487, 3968, 2226, 2726, 1037, 12519, 3022, 2267, 4203, 13723, 10250, 10128, 102]",5
226,"[101, 2008, 2015, 5236, 2360, 2763, 2657, 2672, 3324, 2694, 4933, 6197, 2317, 2512, 24405, 11124, 4095, 28257, 2123, 2102, 6978, 2070, 2705, 102]",5
227,"[101, 7479, 21749, 3968, 2226, 2267, 11472, 17007, 2015, 2391, 19052, 9587, 102]",5
228,"[101, 7479, 1055, 3501, 3540, 3968, 2226, 2358, 2198, 2267, 4203, 10768, 1050, 102]",5
229,"[101, 4638, 8431, 5063, 22956, 2963, 14751, 2746, 2317, 2373, 4996, 18293, 3385, 2290, 11579, 10250, 102]",5
230,"[101, 16780, 7267, 2965, 19337, 3512, 1059, 2361, 3046, 4377, 2172, 2066, 2028, 3685, 2349, 3008, 3105, 102]",5
231,"[101, 2498, 12181, 3538, 11669, 102]",5
232,"[101, 5241, 3131, 3297, 2307, 4382, 12353, 16936, 12631, 6491, 2368, 102]",5
233,"[101, 23156, 3247, 2317, 3775, 2290, 102]",5
234,"[101, 2562, 3659, 2773, 102]",0
235,"[101, 3274, 2288, 2067, 23835, 2000, 8405, 7865, 102]",5
236,"[101, 2034, 20665, 2132, 5223, 22863, 2075, 2606, 102]",5
237,"[101, 3067, 2034, 102]",5
238,"[101, 21049, 3114, 27545, 4641, 2156, 7479, 3096, 4974, 2480, 4012, 3671, 2317, 8986, 3114, 2132, 21146, 2615, 102]",5
239,"[101, 3530, 3114, 2191, 14052, 3837, 2146, 2178, 2406, 2498, 6771, 102]",0
240,"[101, 7479, 26236, 2278, 3968, 2226, 4564, 5634, 2267, 4564, 5634, 23025, 2232, 102]",0
241,"[101, 2208, 2521, 6355, 5305, 2208, 2412, 2377, 102]",5
242,"[101, 2292, 2679, 9530, 7629, 2226, 102]",5
243,"[101, 7479, 1055, 3501, 6169, 2546, 3968, 2226, 2358, 2984, 2267, 5374, 2358, 2984, 9108, 102]",0
244,"[101, 15264, 3407, 24471, 2082, 10047, 2632, 2239, 102]",5
245,"[101, 7479, 1043, 9468, 3968, 2226, 10654, 17299, 2368, 3994, 2267, 10654, 17299, 2368, 3994, 12436, 102]",5
246,"[101, 3236, 3441, 4962, 2099, 102]",5
247,"[101, 2336, 3039, 2130, 3422, 2196, 2568, 2377, 102]",5
248,"[101, 3045, 2552, 12848, 102]",5
249,"[101, 8603, 2126, 3113, 2266, 2120, 4707, 2556, 4613, 102]",5
250,"[101, 2741, 27263, 6357, 2224, 2583, 2404, 12731, 2480, 2224, 2123, 2102, 2116, 2036, 7167, 6971, 2507, 2149, 102]",5
251,"[101, 7479, 4040, 12792, 8917, 7057, 7479, 4040, 12792, 8917, 7057, 7479, 4040, 12792, 8917, 7057, 2265, 2705, 16416, 2094, 25718, 7479, 4040, 12792, 8917, 7057, 2191, 2307, 1058, 24879, 10586, 2154, 2929, 2204, 6735, 4458, 4875, 2099, 102]",5
252,"[101, 11130, 2267, 2882, 12775, 23025, 2232, 102]",5
253,"[101, 4957, 102]",5
255,"[101, 2393, 3413, 6583, 2293, 2679, 16217, 2502, 2393, 102]",5
256,"[101, 1050, 2568, 4333, 2143, 4182, 3842, 2442, 7367, 102]",5
257,"[101, 7479, 4564, 5634, 3968, 2226, 2358, 2198, 2267, 24889, 9108, 102]",5
258,"[101, 2763, 5220, 3049, 2500, 3193, 16227, 2811, 2694, 6325, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 7479, 4040, 12792, 8917, 7057, 2265, 2748, 2367, 2739, 3441, 2367, 3655, 2028, 7423, 3049, 5169, 6583, 2033, 14905, 102]",5
259,"[101, 3376, 9081, 2606, 2630, 7168, 12286, 4698, 21700, 2357, 7483, 4611, 16957, 6570, 2317, 5300, 4348, 2925, 2317, 2679, 13834, 3288, 3376, 2317, 2336, 24185, 20974, 2094, 102]",5
260,"[101, 7479, 4828, 10497, 5358, 3968, 2226, 23716, 21749, 2267, 23716, 10250, 10128, 102]",5
261,"[101, 6947, 3191, 4604, 2247, 6592, 102]",5
262,"[101, 7479, 2522, 14876, 3968, 2226, 19420, 2118, 26261, 12083, 2368, 3077, 26261, 12083, 2368, 3077, 4058, 7479, 23151, 19496, 2615, 3968, 2226, 7676, 2103, 2267, 7676, 2103, 6643, 102]",5
263,"[101, 7479, 11130, 3968, 2226, 4828, 10497, 5358, 2267, 2392, 2548, 12436, 102]",5
264,"[101, 8141, 6628, 2175, 11744, 2592, 5366, 3361, 4681, 3253, 6581, 2082, 102]",5
265,"[101, 3096, 4974, 6210, 2442, 2132, 20665, 1050, 3096, 4974, 102]",0
266,"[101, 3114, 3333, 2082, 2593, 4530, 2288, 6476, 2467, 4061, 5308, 2072, 6080, 2082, 2196, 2183, 2067, 8285, 2465, 4375, 1050, 1045, 13327, 10608, 16255, 2818, 2409, 2171, 10897, 2004, 4381, 2512, 12461, 6283, 5078, 6394, 7196, 2317, 6620, 8983, 5435, 13383, 2288, 2954, 2304, 14556, 2279, 2154, 17520, 2100, 2905, 3236, 2534, 2126, 2056, 2082, 6069, 2954, 2409, 1057, 10587, 2954, 6069, 2954, 2157, 2157, 2082, 1057, 8587, 2717, 1057, 8284, 3111, 17837, 2954, 25014, 16201, 2185, 7663, 19716, 2131, 2954, 2197, 13137, 2034, 2154, 2082, 15681, 2378, 7681, 3836, 2831, 2378, 3124, 2553, 3810, 2105, 2893, 2147, 2589, 3198, 2335, 10346, 4818, 2135, 2768, 2056, 2298, 2317, 24471, 2304, 4129, 1057, 1059, 6979, 2102, 2821, 23644, 2158, 8606, 9530, 14540, 8162, 1050, 2066, 4054, 1050, 2082, 3047, 3204, 3283, 2111, 2253, 2082, 1050, 1045, 13327, 3046, 6487, 5442, 2391, 3224, 1043, 2546, 2938, 2067, 3427, 2767, 2234, 5598, 7714, 2253, 14556, 2743, 3236, 14368, 2132, 3392, 2008, 2015, 3441, 2288, 2123, 2102, 5199, 102]",0
